timestamp,wind_direction,wind_level,tide
1539216000.0,South,Heavy,Flood
1539217800.0000033,South,Heavy,Flood
1539219599.9999967,South,Heavy,Flood
1539221400.0,South,Heavy,Flood
1539223200.0000033,South,Heavy,Ebb
1539224999.9999967,South,Heavy,Ebb
1539226800.0,South,Heavy,Ebb
1539228600.0000033,West,Moderate,Ebb
1539230399.9999967,West,Moderate,Ebb
1539232200.0,West,Moderate,Ebb
1539234000.0000033,West,Moderate,Ebb
1539235799.9999967,West,Moderate,Ebb
1539237600.0,West,Moderate,Ebb
1539239400.0000033,West,Moderate,Ebb
1539241199.9999967,West,Moderate,Ebb
1539243000.0,West,Moderate,Ebb
1539244800.0000033,West,Moderate,Ebb
1539246599.9999967,West,Moderate,Flood
1539248400.0,West,Moderate,Flood
1539250200.0000033,South,Moderate,Flood
1539251999.9999967,South,Moderate,Flood
1539253800.0,South,Moderate,Flood
1539255600.0000033,South,Moderate,Flood
1539257399.9999967,South,Moderate,Flood
1539259200.0,South,Moderate,Flood
1539261000.0000033,South,Moderate,Flood
1539262799.9999967,South,Moderate,Flood
1539264600.0,South,Moderate,Flood
1539266400.0000033,South,Moderate,Flood
1539268199.9999967,South,Moderate,Ebb
1539270000.0,South,Moderate,Ebb
1539271800.0000033,South,Heavy,Ebb
1539273599.9999967,South,Heavy,Ebb
1539275400.0,South,Heavy,Ebb
1539277200.0000033,South,Heavy,Ebb
1539278999.9999967,South,Heavy,Ebb
1539280800.0,South,Heavy,Ebb
1539282600.0000033,South,Heavy,Ebb
1539284399.9999967,South,Heavy,Ebb
1539286200.0,South,Heavy,Ebb
1539288000.0000033,South,Heavy,Ebb
1539289799.9999967,South,Heavy,Flood
1539291600.0,South,Heavy,Flood
1539293400.0000033,South,Heavy,Flood
1539295199.9999967,South,Heavy,Flood
1539297000.0,South,Heavy,Flood
1539298800.0000033,South,Heavy,Flood
1539300599.9999967,South,Heavy,Flood
1539302400.0,South,Heavy,Flood
1539304200.0000033,South,Heavy,Flood
1539305999.9999967,South,Heavy,Flood
1539307800.0,South,Heavy,Flood
1539309600.0000033,South,Heavy,Flood
1539311399.9999967,South,Heavy,Flood
1539313200.0,South,Heavy,Ebb
1539315000.0000033,South,Heavy,Ebb
1539316799.9999967,South,Heavy,Ebb
1539318600.0,South,Heavy,Ebb
1539320400.0000033,South,Heavy,Ebb
1539322199.9999967,South,Heavy,Ebb
1539324000.0,South,Heavy,Ebb
1539325800.0000033,South,Heavy,Ebb
1539327599.9999967,South,Heavy,Ebb
1539329400.0,South,Heavy,Ebb
1539331200.0000033,South,Heavy,Ebb
1539332999.9999967,South,Heavy,Ebb
1539334800.0,South,Heavy,Flood
1539336600.0000033,South,Heavy,Flood
1539338399.9999967,South,Heavy,Flood
1539340200.0,South,Heavy,Flood
1539342000.0000033,South,Heavy,Flood
1539343799.9999967,South,Heavy,Flood
1539345600.0,South,Heavy,Flood
1539347400.0000033,South,Heavy,Flood
1539349199.9999967,South,Heavy,Flood
1539351000.0,South,Heavy,Flood
1539352800.0000033,South,Heavy,Flood
1539354599.9999967,South,Heavy,Flood
1539356400.0,South,Heavy,Ebb
1539358200.0000033,South,Heavy,Ebb
1539359999.9999967,South,Heavy,Ebb
1539361800.0,South,Heavy,Ebb
1539363600.0000033,South,Heavy,Ebb
1539365399.9999967,South,Heavy,Ebb
1539367200.0,South,Heavy,Ebb
1539369000.0000033,South,Heavy,Ebb
