timestamp,wind_direction,wind_level,tide
1456790400.0,North,Heavy,Flood
1456792200.0000033,North,Heavy,Flood
1456793999.9999967,North,Heavy,Flood
1456795800.0,North,Heavy,Flood
1456797600.0000033,North,Heavy,Flood
1456799399.9999967,North,Heavy,Flood
1456801200.0,North,Heavy,Flood
1456803000.0000033,North,Heavy,Flood
1456804799.9999967,North,Heavy,Flood
1456806600.0,North,Heavy,Flood
1456808400.0000033,North,Heavy,Flood
1456810199.9999967,North,Heavy,Flood
1456812000.0,North,Heavy,Flood
1456813800.0000033,North,Heavy,Flood
1456815599.9999967,North,Heavy,Flood
1456817400.0,North,Heavy,Flood
1456819200.0000033,North,Heavy,Flood
1456820999.9999967,North,Heavy,Flood
1456822800.0,North,Heavy,Flood
1456824600.0000033,North,Heavy,Flood
1456826399.9999967,North,Heavy,Flood
1456828200.0,North,Heavy,Flood
1456830000.0000033,North,Heavy,Flood
1456831799.9999967,North,Heavy,Flood
1456833600.0,North,Heavy,Flood
1456835400.0000033,North,Heavy,Flood
1456837199.9999967,North,Heavy,Flood
1456839000.0,North,Heavy,Flood
1456840800.0000033,North,Heavy,Flood
1456842599.9999967,North,Heavy,Flood
1456844400.0,North,Heavy,Flood
1456846200.0000033,North,Heavy,Flood
1456847999.9999967,North,Heavy,Flood
1456849800.0,North,Heavy,Flood
1456851600.0000033,North,Heavy,Flood
1456853399.9999967,North,Heavy,Flood
1456855200.0,North,Heavy,Flood
1456857000.0000033,North,Heavy,Flood
1456858799.9999967,North,Heavy,Flood
1456860600.0,North,Heavy,Flood
1456862400.0000033,North,Heavy,Flood
1456864199.9999967,North,Heavy,Flood
1456866000.0,North,Heavy,Flood
1456867800.0000033,North,Moderate,Flood
1456869599.9999967,North,Moderate,Flood
1456871400.0,North,Moderate,Flood
1456873200.0000033,North,Moderate,Flood
1456874999.9999967,North,Moderate,Flood
1456876800.0,North,Moderate,Flood
1456878600.0000033,North,Heavy,Flood
1456880399.9999967,North,Heavy,Flood
1456882200.0,North,Heavy,Flood
1456884000.0000033,North,Heavy,Flood
1456885799.9999967,North,Heavy,Flood
1456887600.0,North,Heavy,Flood
1456889400.0000033,North,Moderate,Flood
1456891199.9999967,North,Moderate,Flood
1456893000.0,North,Moderate,Flood
1456894800.0000033,North,Moderate,Flood
1456896599.9999967,North,Moderate,Flood
1456898400.0,North,Moderate,Flood
1456900200.0000033,North,Moderate,Flood
1456901999.9999967,North,Moderate,Flood
1456903800.0,North,Moderate,Flood
1456905600.0000033,North,Moderate,Flood
1456907399.9999967,North,Moderate,Flood
1456909200.0,North,Moderate,Flood
1456911000.0000033,West,Moderate,Flood
1456912799.9999967,West,Moderate,Flood
1456914600.0,West,Moderate,Flood
1456916400.0000033,West,Moderate,Flood
1456918199.9999967,West,Moderate,Flood
1456920000.0,West,Moderate,Flood
1456921800.0000033,North,Heavy,Flood
1456923599.9999967,North,Heavy,Flood
1456925400.0,North,Heavy,Flood
1456927200.0000033,North,Heavy,Flood
1456928999.9999967,North,Heavy,Flood
1456930800.0,North,Heavy,Flood
1456932600.0000033,North,Heavy,Flood
1456934399.9999967,North,Heavy,Flood
1456936200.0,North,Heavy,Flood
1456938000.0000033,North,Heavy,Flood
1456939799.9999967,North,Heavy,Flood
1456941600.0,North,Heavy,Flood
1456943400.0000033,North,Heavy,Flood
1456945199.9999967,North,Heavy,Flood
1456947000.0,North,Heavy,Flood
1456948800.0000033,North,Heavy,Flood
1456950599.9999967,North,Heavy,Flood
1456952400.0,North,Heavy,Flood
1456954200.0000033,North,Heavy,Flood
1456955999.9999967,North,Heavy,Flood
1456957800.0,North,Heavy,Flood
1456959600.0000033,North,Heavy,Flood
1456961399.9999967,North,Heavy,Flood
1456963200.0,North,Heavy,Flood
1456965000.0000033,North,Heavy,Flood
1456966799.9999967,North,Heavy,Flood
1456968600.0,North,Heavy,Flood
1456970400.0000033,North,Heavy,Flood
1456972199.9999967,North,Heavy,Flood
1456974000.0,North,Heavy,Flood
1456975800.0000033,North,Heavy,Flood
1456977599.9999967,North,Heavy,Flood
1456979400.0,North,Heavy,Flood
1456981200.0000033,North,Heavy,Flood
1456982999.9999967,North,Heavy,Flood
1456984800.0,North,Heavy,Flood
1456986600.0000033,North,Heavy,Flood
1456988399.9999967,North,Heavy,Flood
1456990200.0,North,Heavy,Flood
1456992000.0000033,North,Heavy,Flood
1456993799.9999967,North,Heavy,Flood
1456995600.0,North,Heavy,Flood
1456997400.0000033,North,Heavy,Flood
1456999199.9999967,North,Heavy,Flood
1457001000.0,North,Heavy,Flood
1457002800.0000033,North,Heavy,Flood
1457004599.9999967,North,Heavy,Flood
1457006400.0,North,Heavy,Flood
1457008200.0000033,North,Heavy,Flood
1457009999.9999967,North,Heavy,Flood
1457011800.0,North,Heavy,Flood
1457013600.0000033,North,Heavy,Flood
1457015399.9999967,North,Heavy,Flood
1457017200.0,North,Heavy,Flood
1457019000.0000033,North,Heavy,Flood
1457020799.9999967,North,Heavy,Flood
1457022600.0,North,Heavy,Flood
1457024400.0000033,North,Heavy,Flood
1457026199.9999967,North,Heavy,Flood
