lat,lon,std
41.06950529847352,-8.69935963081255,0.9999913077581283
41.06950529847352,-8.69649994127893,0.9999932769132399
41.06950529847352,-8.693640251745308,0.9999949114341562
41.06950529847352,-8.690780562211685,0.999996226153443
41.06950529847352,-8.687920872678063,0.9999972539776126
41.06950529847352,-8.685061183144441,0.9999980370366398
41.06950529847352,-8.682201493610819,0.9999986197815997
41.07137241250689,-8.706505806407094,0.9999749099554698
41.07137241250689,-8.703646035662546,0.9999795295696174
41.07137241250689,-8.700786264917998,0.9999837170571968
41.07137241250689,-8.69792649417345,0.9999873552411297
41.07137241250689,-8.695066723428903,0.9999903999941625
41.07137241250689,-8.692206952684355,0.9999928643256898
41.07137241250689,-8.689347181939807,0.9999947998371035
41.07137241250689,-8.686487411195259,0.9999962793387902
41.07137241250689,-8.68362764045071,0.999997382861445
41.07323952654025,-8.710792535825135,0.9999452679144019
41.07323952654025,-8.707932683862012,0.9999537683219083
41.07323952654025,-8.705072831898889,0.9999620262653922
41.07323952654025,-8.702212979935766,0.9999696283408057
41.07323952654025,-8.699353127972643,0.9999763118112963
41.07323952654025,-8.69649327600952,0.9999819559041627
41.07323952654025,-8.693633424046396,0.9999865553228566
41.07323952654025,-8.690773572083272,0.9999901859913513
41.07323952654025,-8.687913720120148,0.9999929712601356
41.07323952654025,-8.685053868157025,0.9999950537753283
41.07323952654025,-8.682194016193902,0.9999965751997996
41.07510664057361,-8.715079508634691,0.9998868951523937
41.07510664057361,-8.712219575445342,0.999900609243448
41.07510664057361,-8.709359642255993,0.9999153049060183
41.07510664057361,-8.706499709066644,0.9999299215075449
41.07510664057361,-8.703639775877294,0.9999436152986532
41.07510664057361,-8.700779842687945,0.999955815062358
41.07510664057361,-8.697919909498596,0.9999662213940771
41.07510664057361,-8.695059976309247,0.9999747654615451
41.07510664057361,-8.692200043119898,0.9999815471238992
41.07510664057361,-8.68934010993055,0.9999867699921653
41.07510664057361,-8.6864801767412,0.9999906853150871
41.07510664057361,-8.683620243551852,0.9999935503327387
41.076973754606975,-8.716506710446938,0.9997983808883116
41.076973754606975,-8.71364669602371,0.9998208170323082
