timestamp,lat,lon,depth,salinity,temperature
1670324275.0,41.11339444833533,-8.718898732107052,0.066420625,20.679001,14.823
1670324276.0,41.11339491520738,-8.718901037417847,0.1227636,20.684,14.824
1670324277.0,41.11339487382512,-8.718904549789698,0.105495,20.719999,14.826
1670324278.0,41.11339421060136,-8.71890842782456,0.14414825,20.721001,14.827
1670324279.0,41.11339499514759,-8.718910092291752,0.12736005,20.742001,14.827
1670324280.0,41.11339696144693,-8.718909794888095,0.25773324999999997,20.818001,14.826
1670324281.0,41.11340102182382,-8.718907944558508,0.25528445,20.801001,14.83
1670324282.0,41.113405782200616,-8.718904963244604,0.44184470000000003,21.266001,14.839
1670324283.0,41.113410283853064,-8.718897306553325,0.49921049999999995,21.74,14.868
1670324284.0,41.11341270550547,-8.718886753445162,0.47055035,24.128,14.947
1670324285.0,41.11341294161382,-8.71887257736642,0.49970869999999995,24.245001,14.976
1670324286.0,41.113408832616486,-8.718850386785292,0.60945635,24.756001,14.986
1670324287.0,41.1134002841279,-8.718834768349582,0.73263255,25.672001,15.035
1670324288.0,41.11338840466689,-8.718823373571917,0.7876875,26.216,15.059
1670324289.0,41.11337433120014,-8.718817347635667,0.68696095,26.392,15.069
1670324290.0,41.11335961873182,-8.71881708862614,0.60659925,25.540001,15.05
1670324291.0,41.11334540016194,-8.718821965636954,0.63772495,25.431,15.03
1670324292.0,41.113331665566804,-8.718829743730923,0.5775710000000001,25.254,15.034
1670324293.0,41.113317892947315,-8.718837160493328,0.5212796500000001,24.846001,15.013
1670324294.0,41.1133035508469,-8.718842176046461,0.5681048000000001,24.804001,15.008
1670324295.0,41.113288853250644,-8.718844738197173,0.564956,24.924,15.011
1670324296.0,41.11327405735979,-8.718845384522258,0.5242363,24.627001,15.004
1670324297.0,41.11325924433491,-8.718844533626152,0.51304055,23.988001,14.979
1670324298.0,41.11324454800034,-8.718842223913933,0.53669805,24.113001,14.99
1670324299.0,41.11323002637604,-8.718838574229833,0.57220045,24.504999,14.995
1670324300.0,41.11321569587333,-8.718833818221299,0.49210095000000004,24.212999,14.991
1670324301.0,41.11320141985661,-8.718828963940338,0.46854545,22.937,14.947
1670324302.0,41.11318708026564,-8.718824284018783,0.4915176,23.153999,14.929
1670324303.0,41.11317289248104,-8.718819040990969,0.52620115,23.612,14.949
1670324304.0,41.113158789682934,-8.718813642820631,0.48223435,24.281,14.982
1670324305.0,41.11314454724795,-8.718808732440756,0.4135274,21.73,14.927
1670324306.0,41.11313026696828,-8.718803429334603,0.4928769,23.622999,14.925
1670324307.0,41.11311611778385,-8.71879775549817,0.49292104999999997,23.889999,14.959
1670324308.0,41.11310204938854,-8.718792300611456,0.45752775,22.968,14.958
1670324309.0,41.1130878225537,-8.71878740578109,0.42603384999999994,23.198,14.945
1670324310.0,41.11307361918467,-8.718782099819808,0.49081270000000005,23.725,14.964
1670324311.0,41.113059632210444,-8.71877656838966,0.48123934999999995,23.358999,14.972
1670324312.0,41.11304561874085,-8.718770961601665,0.47781825,23.639999,14.965
1670324313.0,41.11303153234959,-8.718765515423911,0.48263429999999996,24.093,14.976
1670324314.0,41.11301738856628,-8.718760264747186,0.5115695,24.381001,14.974
1670324315.0,41.11300329761112,-8.71875496619494,0.51772445,24.763,14.998
1670324316.0,41.11298918118557,-8.71874985208507,0.43192505,22.379,14.949
1670324317.0,41.11297498361516,-8.718744752635839,0.45035084999999997,22.238001,14.899
1670324318.0,41.112960860927004,-8.71873945048268,0.4309628,21.351,14.888
1670324319.0,41.1129467269295,-8.718734136068763,0.47459125,21.525,14.877
1670324320.0,41.11293273333693,-8.718728374624746,0.55620105,23.237,14.922
1670324321.0,41.11291874837853,-8.71872266969014,0.4857515,22.853001,14.943
1670324322.0,41.11290462293524,-8.718717463499509,0.44201429999999997,22.968,14.932
1670324323.0,41.1128904808502,-8.718712265749879,0.48507110000000003,22.216999,14.924
1670324324.0,41.112876391141,-8.718707087221562,0.47877729999999996,23.799,14.946
1670324325.0,41.112862355767774,-8.718701740193472,0.497448,24.209,14.971
1670324326.0,41.112848323341474,-8.718696369989797,0.49168655,22.483999,14.936
1670324327.0,41.11283415001841,-8.718691415273076,0.4039238,21.811001,14.913
1670324328.0,41.11281989837389,-8.71868628098425,0.46790655000000003,22.048,14.893
1670324329.0,41.112805789309135,-8.718681015570997,0.48095575,23.190001,14.938
1670324330.0,41.1127918347403,-8.718675323179404,0.51561015,23.798,14.967
1670324331.0,41.112777813389336,-8.718669979258713,0.50229055,23.75,14.974
1670324332.0,41.11276366572665,-8.718664922747417,0.47546375,22.892,14.962
1670324333.0,41.11274951717239,-8.718659833343837,0.47068275000000004,23.000999,14.934
1670324334.0,41.112735410111334,-8.718654595089493,0.50011795,24.184999,14.955
1670324335.0,41.112721404399146,-8.718648974748655,0.52127225,23.646999,14.967
1670324336.0,41.11270741764591,-8.718643389852094,0.48063900000000004,22.382999,14.943
1670324337.0,41.11269333910816,-8.718638155427733,0.5038204000000001,22.593,14.921
1670324338.0,41.11267921577501,-8.718633410329439,0.5148654,22.103001,14.919
1670324339.0,41.11266465856843,-8.718632393518194,0.44623345,21.396,14.905
1670324340.0,41.11265018785436,-8.718629233319987,0.71772755,23.357,14.921
1670324341.0,41.11263750307942,-8.718620364231118,1.06934225,26.320999,15.026
1670324342.0,41.11262772338275,-8.718606145024621,1.1461970000000001,27.171,15.074
1670324343.0,41.11262145554335,-8.718588197997425,1.29599095,28.285,15.055
1670324344.0,41.11261936936019,-8.718568779805919,1.52709735,29.285,15.014
