timestamp,wind_direction,wind_level,tide
1552262400.0,North,Heavy,Ebb
1552264200.0000033,North,Heavy,Ebb
1552265999.9999967,North,Heavy,Ebb
1552267800.0,North,Heavy,Ebb
1552269600.0000033,North,Heavy,Ebb
1552271399.9999967,North,Heavy,Ebb
1552273200.0,North,Heavy,Ebb
1552275000.0000033,North,Heavy,Ebb
1552276799.9999967,North,Heavy,Ebb
1552278600.0,North,Heavy,Ebb
1552280400.0000033,North,Heavy,Ebb
1552282199.9999967,North,Heavy,Ebb
1552284000.0,North,Heavy,Ebb
1552285800.0000033,North,Heavy,Ebb
1552287599.9999967,North,Heavy,Ebb
1552289400.0,North,Heavy,Ebb
1552291200.0000033,North,Heavy,Ebb
1552292999.9999967,North,Heavy,Ebb
1552294800.0,North,Heavy,Ebb
1552296600.0000033,North,Moderate,Ebb
1552298399.9999967,North,Moderate,Ebb
1552300200.0,North,Moderate,Ebb
1552302000.0000033,North,Moderate,Ebb
1552303799.9999967,North,Moderate,Ebb
1552305600.0,North,Moderate,Ebb
1552307400.0000033,North,Heavy,Ebb
1552309199.9999967,North,Heavy,Ebb
1552311000.0,North,Heavy,Ebb
1552312800.0000033,North,Heavy,Ebb
1552314599.9999967,North,Heavy,Ebb
1552316400.0,North,Heavy,Ebb
1552318200.0000033,North,Heavy,Ebb
1552319999.9999967,North,Heavy,Ebb
1552321800.0,North,Heavy,Ebb
1552323600.0000033,North,Heavy,Ebb
1552325399.9999967,North,Heavy,Ebb
1552327200.0,North,Heavy,Ebb
1552329000.0000033,North,Heavy,Ebb
1552330799.9999967,North,Heavy,Ebb
1552332600.0,North,Heavy,Ebb
1552334400.0000033,North,Heavy,Ebb
1552336199.9999967,North,Heavy,Ebb
1552338000.0,North,Heavy,Ebb
1552339800.0000033,North,Moderate,Ebb
1552341599.9999967,North,Moderate,Ebb
1552343400.0,North,Moderate,Ebb
1552345200.0000033,North,Moderate,Ebb
1552346999.9999967,North,Moderate,Ebb
1552348800.0,North,Moderate,Ebb
1552350600.0000033,North,Moderate,Ebb
1552352399.9999967,North,Moderate,Ebb
1552354200.0,North,Moderate,Ebb
1552356000.0000033,North,Moderate,Ebb
1552357799.9999967,North,Moderate,Ebb
1552359600.0,North,Moderate,Ebb
1552361400.0000033,North,Moderate,Ebb
1552363199.9999967,North,Moderate,Ebb
1552365000.0,North,Moderate,Ebb
1552366800.0000033,North,Moderate,Ebb
1552368599.9999967,North,Moderate,Ebb
1552370400.0,North,Moderate,Ebb
1552372200.0000033,West,Moderate,Ebb
1552373999.9999967,West,Moderate,Ebb
1552375800.0,West,Moderate,Ebb
1552377600.0000033,West,Moderate,Ebb
1552379399.9999967,West,Moderate,Ebb
1552381200.0,West,Moderate,Ebb
1552383000.0000033,West,Moderate,Ebb
1552384799.9999967,West,Moderate,Ebb
1552386600.0,West,Moderate,Ebb
1552388400.0000033,West,Moderate,Ebb
1552390199.9999967,West,Moderate,Ebb
1552392000.0,West,Moderate,Ebb
1552393800.0000033,West,Moderate,Ebb
1552395599.9999967,West,Moderate,Ebb
1552397400.0,West,Moderate,Ebb
1552399200.0000033,West,Moderate,Ebb
1552400999.9999967,West,Moderate,Ebb
1552402800.0,West,Moderate,Ebb
1552404600.0000033,North,Heavy,Ebb
1552406399.9999967,North,Heavy,Ebb
1552408200.0,North,Heavy,Ebb
1552410000.0000033,North,Heavy,Ebb
1552411799.9999967,North,Heavy,Ebb
1552413600.0,North,Heavy,Ebb
1552415400.0000033,North,Heavy,Ebb
1552417199.9999967,North,Heavy,Ebb
1552419000.0,North,Heavy,Ebb
1552420800.0000033,North,Heavy,Ebb
1552422599.9999967,North,Heavy,Ebb
1552424400.0,North,Heavy,Ebb
1552426200.0000033,North,Heavy,Ebb
1552427999.9999967,North,Heavy,Ebb
1552429800.0,North,Heavy,Ebb
1552431600.0000033,North,Heavy,Ebb
1552433399.9999967,North,Heavy,Ebb
1552435200.0,North,Heavy,Ebb
1552437000.0000033,North,Heavy,Ebb
1552438799.9999967,North,Heavy,Ebb
1552440600.0,North,Heavy,Ebb
1552442400.0000033,North,Heavy,Ebb
1552444199.9999967,North,Heavy,Ebb
1552446000.0,North,Heavy,Ebb
1552447800.0000033,North,Heavy,Ebb
1552449599.9999967,North,Heavy,Ebb
1552451400.0,North,Heavy,Ebb
1552453200.0000033,North,Heavy,Ebb
1552454999.9999967,North,Heavy,Ebb
1552456800.0,North,Heavy,Ebb
1552458600.0000033,North,Heavy,Ebb
1552460399.9999967,North,Heavy,Ebb
1552462200.0,North,Heavy,Ebb
1552464000.0000033,North,Heavy,Ebb
1552465799.9999967,North,Heavy,Ebb
1552467600.0,North,Heavy,Ebb
1552469400.0000033,North,Heavy,Ebb
1552471199.9999967,North,Heavy,Ebb
1552473000.0,North,Heavy,Ebb
1552474800.0000033,North,Heavy,Ebb
1552476599.9999967,North,Heavy,Ebb
1552478400.0,North,Heavy,Ebb
1552480200.0000033,North,Heavy,Ebb
1552481999.9999967,North,Heavy,Ebb
1552483800.0,North,Heavy,Ebb
1552485600.0000033,North,Heavy,Ebb
1552487399.9999967,North,Heavy,Ebb
1552489200.0,North,Heavy,Ebb
1552491000.0000033,North,Heavy,Ebb
1552492799.9999967,North,Heavy,Ebb
1552494600.0,North,Heavy,Ebb
1552496400.0000033,North,Heavy,Ebb
1552498199.9999967,North,Heavy,Ebb
1552500000.0,North,Heavy,Ebb
1552501800.0000033,North,Heavy,Ebb
1552503599.9999967,North,Heavy,Ebb
1552505400.0,North,Heavy,Ebb
1552507200.0000033,North,Heavy,Ebb
1552508999.9999967,North,Heavy,Ebb
1552510800.0,North,Heavy,Ebb
1552512600.0000033,North,Heavy,Ebb
1552514399.9999967,North,Heavy,Ebb
1552516200.0,North,Heavy,Ebb
1552518000.0000033,North,Heavy,Ebb
1552519799.9999967,North,Heavy,Ebb
1552521600.0,North,Heavy,Ebb
1552523400.0000033,North,Heavy,Ebb
