lat,lon,salinity
41.06769266271035,-8.682532335142799,25.993535372462585
41.06781633476591,-8.681866043207187,26.076367099789806
41.06790999645885,-8.6865880658838,25.367476334537034
41.068049972829385,-8.685804269782253,25.449045334419196
41.068190063589064,-8.685022790591386,25.530973232575576
41.06832893484661,-8.68425253115761,25.6167630487985
41.06846337613237,-8.68351340877915,25.703724119785058
41.068590896296975,-8.68282122720158,25.788123677246762
41.06871420214037,-8.682160184086598,25.86995379246064
41.06807773934144,-8.690890835129977,24.830461282799714
41.06822528240597,-8.690069285808772,24.893227646820737
41.068371506518154,-8.68925511768995,24.958833127126205
41.0685162255574,-8.688449687060773,25.02727153875532
41.06865927612402,-8.687654070001646,25.099996758203435
41.06880099235314,-8.686866872865266,25.176821809615532
41.06894220585832,-8.686084232186023,25.259130972145247
41.06908341312316,-8.685304060277506,25.340068472562916
41.06922319788072,-8.684535611680188,25.423435921216534
41.069358231775865,-8.683799481953823,25.50892754366798
41.069485867359106,-8.683111920521878,25.592218618323333
41.06960903448832,-8.682456055961374,25.672762014570026
41.069736240164374,-8.681781893821107,25.75715953590226
41.068502644536125,-8.693677294762743,24.502994993307293
41.06865644447907,-8.692832701782118,24.5509393162971
41.0688086512887,-8.69199682537456,24.601833635873167
41.068959442967596,-8.691168787162269,24.657115974565492
41.06910891591063,-8.690347842775356,24.71857936538919
41.06925702579325,-8.689534324869857,24.78240142947566
41.06940358753585,-8.68872964313131,24.849520944330813
41.069548404132554,-8.687934921840597,24.919780177791623
41.06969180917976,-8.687148776072323,24.993888656588368
41.06983466664167,-8.68636731149968,25.074464540411956
41.069977450877474,-8.685588468254299,25.15539489871394
41.07011865326846,-8.684821852486575,25.237315456362538
41.07025478320993,-8.684088734050935,25.320613927214684
41.070383049125084,-8.683405807561757,25.40223658693968
41.070506621016,-8.682755129402942,25.481858601535325
41.070634630258766,-8.68208411305117,25.565062199195808
41.06889710892449,-8.69654240102293,24.243054261172777
41.069057905331206,-8.695671035644752,24.274335279952002
41.069217076053825,-8.69480886477102,24.306584880299813
41.06937461730605,-8.693955867814187,24.346306856531296
41.06953050621057,-8.693111990170484,24.39234794491399
41.06968481101164,-8.692276777573223,24.43958221212791
41.069837691028894,-8.691449376114871,24.491739126887634
41.06998925363123,-8.690629070868836,24.5503744939818
41.07013944276227,-8.689816236184534,24.612017234746556
41.07028803889071,-8.689012335684165,24.676986534230032
41.07043485091606,-8.688218541554471,24.74509060295829
41.07058021206627,-8.687433477575725,24.817311909947083
41.07072497971967,-8.686653219017186,24.895690817032417
41.07086964896353,-8.685875731093263,24.97604208619055
41.071012614316444,-8.685110968067713,25.057263356925798
41.07115017005796,-8.684380872146498,25.138896848163466
41.0712794106666,-8.68370256687194,25.218649968613672
41.07140375561717,-8.683057045345471,25.29694815795787
41.07153294934028,-8.68238916773267,25.37946278161376
41.069425933695044,-8.698590291142828,24.063300296337935
41.06959220653375,-8.697700409185803,24.07872697384688
41.06975674291057,-8.696820445083269,24.103181323865904
41.069919625663104,-8.695949927748124,24.131359796454436
41.07008089178896,-8.695088600691054,24.160944642811796
41.070240532296474,-8.694236421953285,24.197315665057104
41.07039853710222,-8.693393309130265,24.23927727928997
41.0705549741203,-8.69255880808017,24.28482718015239
41.07070998908942,-8.691732092843084,24.334303299005885
41.070863694801254,-8.690912473877214,24.38858178410217
41.07101602421079,-8.690100366394613,24.447231658183746
41.07116673026265,-8.689297290289886,24.510517297870052
41.071315618339895,-8.688504460366026,24.577246909594013
41.071463022437015,-8.687720510104032,24.647626873350493
41.07160980491907,-8.686941491462692,24.723284825791406
41.071756470684974,-8.686165393724558,24.802755025181458
41.07190131254995,-8.685402507419992,24.88355957852663
41.072040411544755,-8.684675423421947,24.963465366920417
41.07217072853591,-8.684001679906727,25.0415288270825
41.07229594182106,-8.683361240677257,25.1181460645077
41.07242644700796,-8.682696492113514,25.199980833234576
41.07257171549517,-8.681954073112577,25.29137016908966
41.06993223339393,-8.700677817095944,23.92217626014765
41.070104297894126,-8.699767522133401,23.930221829101118
41.070274453470574,-8.698868114771376,23.938320949999955
41.07044278547511,-8.697979126996579,23.949362041306323
41.07060939273802,-8.697100066198175,23.9704573763548
41.0707743515629,-8.696230459760383,23.995474439467827
41.0709377014262,-8.695370040602457,24.02298419144902
41.07109944496804,-8.694518747083691,24.05487552350455
41.071259566897176,-8.693676467760469,24.094512681891448
41.071418136363306,-8.692842748648225,24.13776534839268
41.07157530695001,-8.69201679310698,24.184335851321254
41.07173117428471,-8.691197934434944,24.234658721589692
41.07188566113651,-8.690386627782686,24.28967607108346
41.07203851746371,-8.689584450068438,24.351841957899776
41.07218951786422,-8.688792654573277,24.416950065724173
41.07233899818284,-8.68800988547984,24.484510080657735
41.07248785543827,-8.68723217750949,24.557934402549353
41.07263657514322,-8.686457543175614,24.636931283630595
41.072783344326865,-8.685696596471724,24.715966917302488
41.072924052625524,-8.684972551057228,24.793874556130735
41.07305549184297,-8.684303344450907,24.870309993298385
41.07318160693072,-8.683667947423112,24.945316770651043
41.073313495294656,-8.683006357983333,25.025789803832115
41.07346123002628,-8.682262999166387,25.116704926873645
41.070415885759736,-8.702808340040136,23.83120539936706
41.070593997405815,-8.701875902332958,23.818681991883437
41.07077005791719,-8.700955231604919,23.81177352292694
41.07094414824491,-8.700045894069866,23.815948333183343
41.07111634198954,-8.699147447471713,23.822297242436097
41.0712867247867,-8.698259425869745,23.82636702669798
41.07145539443162,-8.697381339607421,23.844215835097934
41.07162242969635,-8.696512722325501,23.86928901881197
