CÁLCULO DE MARÉS DE PORTOS PORTUGUESES
FACULDADE DE CIÊNCIAS DA UNIVERSIDADE DE LISBOA
Carlos Antunes, http://enggeografica.fc.ul.pt

MODELO DE PREVISÃO DE MARÉS DA FCUL (EG/DEGGE)                  
ajustado ao marégrafo de LEIXÕES pelo Grupo de EG da FCUL       
DADOS DE MARÉ DO Instituto Hidrográfico - 1H DE 2007            

PORTO DE LEIXOES_FCUL             

  Data       Hora   Alt    Maré
2018-01-24   1:08  1.38  Baixa-Mar           
2018-01-24   7:28  3.23  Preia-Mar           
2018-01-24  13:46  1.34  Baixa-Mar           
2018-01-24  20:04  3.04  Preia-Mar           
2018-01-25   2:08  1.47  Baixa-Mar           
2018-01-25   8:30  3.13  Preia-Mar           
2018-01-25  14:51  1.41  Baixa-Mar           
2018-01-25  21:13  3.02  Preia-Mar           
2018-01-26   3:23  1.50  Baixa-Mar           
2018-01-26   9:44  3.09  Preia-Mar           
2018-01-26  16:06  1.41  Baixa-Mar           
2018-01-26  22:29  3.09  Preia-Mar           
2018-01-27   4:44  1.42  Baixa-Mar           
2018-01-27  11:02  3.15  Preia-Mar           
2018-01-27  17:19  1.31  Baixa-Mar           
2018-01-27  23:40  3.26  Preia-Mar           
2018-01-28   5:57  1.23  Baixa-Mar           
2018-01-28  12:12  3.29  Preia-Mar           
2018-01-28  18:24  1.14  Baixa-Mar           
2018-01-29   0:42  3.50  Preia-Mar           
2018-01-29   6:59   .99  Baixa-Mar           
2018-01-29  13:13  3.48  Preia-Mar           
2018-01-29  19:20  0.95  Baixa-Mar           
2018-01-30   1:37  3.73  Preia-Mar           
2018-01-30   7:53  0.77  Baixa-Mar           
2018-01-30  14:06  3.65  Preia-Mar           
2018-01-30  20:10  0.78  Baixa-Mar           
2018-01-31   2:27  3.93  Preia-Mar           
2018-01-31   8:43  0.59  Baixa-Mar           
2018-01-31  14:55  3.77  Preia-Mar           
2018-01-31  20:58  0.66  Baixa-Mar           
2018-02-01   3:14  4.06  Preia-Mar           
2018-02-01   9:30  0.50  Baixa-Mar           
2018-02-01  15:42  3.82  Preia-Mar           
2018-02-01  21:43  0.62  Baixa-Mar           
2018-02-02   4:00  4.09  Preia-Mar           
2018-02-02  10:15  0.50  Baixa-Mar           
2018-02-02  16:27  3.80  Preia-Mar           
2018-02-02  22:27  0.66  Baixa-Mar           
2018-02-03   4:45  4.02  Preia-Mar           
2018-02-03  10:59  0.60  Baixa-Mar           
2018-02-03  17:11  3.70  Preia-Mar           
2018-02-03  23:11  0.77  Baixa-Mar           
2018-02-04   5:29  3.87  Preia-Mar           
2018-02-04  11:43  0.78  Baixa-Mar           
2018-02-04  17:55  3.54  Preia-Mar           
2018-02-04  23:56  0.96  Baixa-Mar           
2018-02-05   6:14  3.64  Preia-Mar           
2018-02-05  12:28  1.00  Baixa-Mar           
2018-02-05  18:41  3.34  Preia-Mar           
2018-02-06   0:43  1.18  Baixa-Mar           
2018-02-06   7:02  3.38  Preia-Mar           
2018-02-06  13:15  1.24  Baixa-Mar           
2018-02-06  19:31  3.14  Preia-Mar           
2018-02-07   1:34  1.41  Baixa-Mar           
2018-02-07   7:54  3.13  Preia-Mar           
2018-02-07  14:09  1.46  Baixa-Mar           
2018-02-07  20:29  2.96  Preia-Mar           
2018-02-08   2:38  1.60  Baixa-Mar           
2018-02-08   8:57  2.92  Preia-Mar           
2018-02-08  15:16  1.62  Baixa-Mar           
2018-02-08  21:39  2.86  Preia-Mar           
2018-02-09   3:57  1.70  Baixa-Mar           
2018-02-09  10:13  2.80  Preia-Mar           
2018-02-09  16:32  1.69  Baixa-Mar           
2018-02-09  22:55  2.86  Preia-Mar           
2018-02-10   5:18  1.68  Baixa-Mar           
2018-02-10  11:30  2.81  Preia-Mar           
2018-02-10  17:42  1.64  Baixa-Mar           
2018-02-11   0:01  2.95  Preia-Mar           
2018-02-11   6:22  1.56  Baixa-Mar           
2018-02-11  12:31  2.90  Preia-Mar           
2018-02-11  18:36  1.53  Baixa-Mar           
2018-02-12   0:52  3.10  Preia-Mar           
2018-02-12   7:09  1.41  Baixa-Mar           
2018-02-12  13:18  3.04  Preia-Mar           
2018-02-12  19:19  1.39  Baixa-Mar           
2018-02-13   1:34  3.26  Preia-Mar           
2018-02-13   7:48  1.25  Baixa-Mar           
2018-02-13  13:56  3.18  Preia-Mar           
2018-02-13  19:56  1.24  Baixa-Mar           
2018-02-14   2:10  3.42  Preia-Mar           
2018-02-14   8:22  1.09  Baixa-Mar           
2018-02-14  14:31  3.31  Preia-Mar           
2018-02-14  20:30  1.10  Baixa-Mar           
2018-02-15   2:44  3.55  Preia-Mar           
2018-02-15   8:55  0.97  Baixa-Mar           
2018-02-15  15:04  3.42  Preia-Mar           
2018-02-15  21:02  0.99  Baixa-Mar           
2018-02-16   3:17  3.65  Preia-Mar           
2018-02-16   9:27  0.88  Baixa-Mar           
2018-02-16  15:36  3.50  Preia-Mar           
2018-02-16  21:34  0.92  Baixa-Mar           
2018-02-17   3:49  3.71  Preia-Mar           
2018-02-17   9:59  0.83  Baixa-Mar           
2018-02-17  16:08  3.53  Preia-Mar           
2018-02-17  22:07  0.89  Baixa-Mar           
2018-02-18   4:21  3.72  Preia-Mar           
2018-02-18  10:31  0.83  Baixa-Mar           
2018-02-18  16:41  3.52  Preia-Mar           
2018-02-18  22:40  0.91  Baixa-Mar           
2018-02-19   4:55  3.68  Preia-Mar           
2018-02-19  11:05  0.88  Baixa-Mar           
2018-02-19  17:15  3.46  Preia-Mar           
2018-02-19  23:15  0.97  Baixa-Mar           
2018-02-20   5:31  3.59  Preia-Mar           
2018-02-20  11:42  0.97  Baixa-Mar           
2018-02-20  17:53  3.38  Preia-Mar           
2018-02-20  23:55  1.08  Baixa-Mar           
2018-02-21   6:11  3.46  Preia-Mar           
2018-02-21  12:23  1.10  Baixa-Mar           
2018-02-21  18:37  3.26  Preia-Mar           
2018-02-22   0:40  1.22  Baixa-Mar           
2018-02-22   6:59  3.29  Preia-Mar           
2018-02-22  13:13  1.26  Baixa-Mar           
2018-02-22  19:30  3.13  Preia-Mar           
2018-02-23   1:38  1.36  Baixa-Mar           
2018-02-23   8:00  3.12  Preia-Mar           
2018-02-23  14:16  1.41  Baixa-Mar           
2018-02-23  20:39  3.04  Preia-Mar           
2018-02-24   2:55  1.46  Baixa-Mar           
2018-02-24   9:19  3.01  Preia-Mar           
2018-02-24  15:37  1.48  Baixa-Mar           
2018-02-24  22:03  3.05  Preia-Mar           
2018-02-25   4:26  1.43  Baixa-Mar           
2018-02-25  10:47  3.03  Preia-Mar           
2018-02-25  17:02  1.42  Baixa-Mar           
2018-02-25  23:24  3.19  Preia-Mar           
2018-02-26   5:48  1.25  Baixa-Mar           
2018-02-26  12:05  3.17  Preia-Mar           
2018-02-26  18:13  1.24  Baixa-Mar           
2018-02-27   0:31  3.43  Preia-Mar           
2018-02-27   6:52  1.01  Baixa-Mar           
2018-02-27  13:06  3.38  Preia-Mar           
2018-02-27  19:11  1.02  Baixa-Mar           
2018-02-28   1:27  3.68  Preia-Mar           
2018-02-28   7:45  0.78  Baixa-Mar           
2018-02-28  13:57  3.58  Preia-Mar           
2018-02-28  20:00  0.81  Baixa-Mar           
2018-03-01   2:15  3.88  Preia-Mar           
2018-03-01   8:31  0.60  Baixa-Mar           
2018-03-01  14:43  3.73  Preia-Mar           
2018-03-01  20:45  0.66  Baixa-Mar           
2018-03-02   3:00  4.01  Preia-Mar           
2018-03-02   9:14  0.51  Baixa-Mar           
2018-03-02  15:25  3.81  Preia-Mar           
2018-03-02  21:27  0.59  Baixa-Mar           
2018-03-03   3:42  4.04  Preia-Mar           
2018-03-03   9:55  0.51  Baixa-Mar           
2018-03-03  16:05  3.81  Preia-Mar           
2018-03-03  22:07  0.61  Baixa-Mar           
2018-03-04   4:23  3.98  Preia-Mar           
2018-03-04  10:34  0.60  Baixa-Mar           
2018-03-04  16:45  3.73  Preia-Mar           
2018-03-04  22:47  0.71  Baixa-Mar           
2018-03-05   5:02  3.82  Preia-Mar           
2018-03-05  11:12  0.76  Baixa-Mar           
2018-03-05  17:23  3.58  Preia-Mar           
2018-03-05  23:26  0.88  Baixa-Mar           
2018-03-06   5:42  3.60  Preia-Mar           
2018-03-06  11:50  0.97  Baixa-Mar           
2018-03-06  18:03  3.39  Preia-Mar           
2018-03-07   0:06  1.10  Baixa-Mar           
2018-03-07   6:23  3.34  Preia-Mar           
2018-03-07  12:29  1.21  Baixa-Mar           
2018-03-07  18:45  3.18  Preia-Mar           
2018-03-08   0:50  1.33  Baixa-Mar           
2018-03-08   7:08  3.07  Preia-Mar           
2018-03-08  13:14  1.45  Baixa-Mar           
2018-03-08  19:34  2.97  Preia-Mar           
2018-03-09   1:43  1.56  Baixa-Mar           
2018-03-09   8:03  2.83  Preia-Mar           
2018-03-09  14:11  1.66  Baixa-Mar           
2018-03-09  20:38  2.81  Preia-Mar           
2018-03-10   2:58  1.71  Baixa-Mar           
2018-03-10   9:20  2.68  Preia-Mar           
2018-03-10  15:32  1.78  Baixa-Mar           
2018-03-10  22:01  2.75  Preia-Mar           
2018-03-11   4:33  1.74  Baixa-Mar           
2018-03-11  10:50  2.67  Preia-Mar           
2018-03-11  17:02  1.75  Baixa-Mar           
2018-03-11  23:22  2.82  Preia-Mar           
2018-03-12   5:50  1.62  Baixa-Mar           
2018-03-12  12:02  2.78  Preia-Mar           
2018-03-12  18:07  1.62  Baixa-Mar           
2018-03-13   0:22  2.98  Preia-Mar           
2018-03-13   6:42  1.44  Baixa-Mar           
2018-03-13  12:52  2.95  Preia-Mar           
2018-03-13  18:53  1.44  Baixa-Mar           
2018-03-14   1:06  3.17  Preia-Mar           
2018-03-14   7:21  1.25  Baixa-Mar           
2018-03-14  13:31  3.13  Preia-Mar           
2018-03-14  19:31  1.25  Baixa-Mar           
2018-03-15   1:43  3.36  Preia-Mar           
2018-03-15   7:56  1.07  Baixa-Mar           
2018-03-15  14:05  3.30  Preia-Mar           
2018-03-15  20:05  1.07  Baixa-Mar           
2018-03-16   2:17  3.53  Preia-Mar           
2018-03-16   8:28  0.91  Baixa-Mar           
2018-03-16  14:37  3.45  Preia-Mar           
2018-03-16  20:37  0.92  Baixa-Mar           
2018-03-17   2:50  3.66  Preia-Mar           
2018-03-17   9:00  0.79  Baixa-Mar           
2018-03-17  15:09  3.57  Preia-Mar           
2018-03-17  21:10  0.80  Baixa-Mar           
2018-03-18   3:23  3.75  Preia-Mar           
2018-03-18   9:32  0.71  Baixa-Mar           
2018-03-18  15:42  3.63  Preia-Mar           
2018-03-18  21:43  0.74  Baixa-Mar           
2018-03-19   3:56  3.78  Preia-Mar           
2018-03-19  10:05  0.69  Baixa-Mar           
2018-03-19  16:15  3.65  Preia-Mar           
2018-03-19  22:18  0.74  Baixa-Mar           
2018-03-20   4:32  3.74  Preia-Mar           
2018-03-20  10:40  0.74  Baixa-Mar           
2018-03-20  16:51  3.60  Preia-Mar           
2018-03-20  22:55  0.80  Baixa-Mar           
2018-03-21   5:09  3.65  Preia-Mar           
2018-03-21  11:18  0.84  Baixa-Mar           
2018-03-21  17:30  3.50  Preia-Mar           
2018-03-21  23:36  0.92  Baixa-Mar           
2018-03-22   5:52  3.48  Preia-Mar           
2018-03-22  12:00  1.01  Baixa-Mar           
2018-03-22  18:15  3.36  Preia-Mar           
2018-03-23   0:24  1.09  Baixa-Mar           
2018-03-23   6:42  3.28  Preia-Mar           
2018-03-23  12:51  1.21  Baixa-Mar           
2018-03-23  19:10  3.20  Preia-Mar           
2018-03-24   1:24  1.27  Baixa-Mar           
2018-03-24   7:46  3.07  Preia-Mar           
2018-03-24  13:56  1.40  Baixa-Mar           
2018-03-24  20:21  3.06  Preia-Mar           
2018-03-25   2:44  1.39  Baixa-Mar           
2018-03-25   9:09  2.93  Preia-Mar           
2018-03-25  15:21  1.51  Baixa-Mar           
2018-03-25  21:48  3.04  Preia-Mar           
2018-03-26   4:18  1.38  Baixa-Mar           
2018-03-26  10:41  2.95  Preia-Mar           
2018-03-26  16:51  1.45  Baixa-Mar           
2018-03-26  23:12  3.17  Preia-Mar           
2018-03-27   5:40  1.21  Baixa-Mar           
2018-03-27  11:57  3.11  Preia-Mar           
2018-03-27  18:03  1.26  Baixa-Mar           
2018-03-28   0:19  3.38  Preia-Mar           
2018-03-28   6:41  0.99  Baixa-Mar           
2018-03-28  12:55  3.32  Preia-Mar           
2018-03-28  18:59  1.04  Baixa-Mar           
2018-03-29   1:13  3.60  Preia-Mar           
2018-03-29   7:31  0.79  Baixa-Mar           
2018-03-29  13:43  3.51  Preia-Mar           
2018-03-29  19:46  0.84  Baixa-Mar           
2018-03-30   1:59  3.77  Preia-Mar           
2018-03-30   8:14  0.64  Baixa-Mar           
2018-03-30  14:25  3.66  Preia-Mar           
2018-03-30  20:28  0.69  Baixa-Mar           
2018-03-31   2:41  3.87  Preia-Mar           
2018-03-31   8:53  0.57  Baixa-Mar           
2018-03-31  15:04  3.74  Preia-Mar           
2018-03-31  21:07  0.62  Baixa-Mar           
2018-04-01   3:21  3.88  Preia-Mar           
2018-04-01   9:31  0.58  Baixa-Mar           
2018-04-01  15:42  3.75  Preia-Mar           
2018-04-01  21:45  0.63  Baixa-Mar           
2018-04-02   3:59  3.81  Preia-Mar           
2018-04-02  10:06  0.66  Baixa-Mar           
2018-04-02  16:18  3.69  Preia-Mar           
2018-04-02  22:22  0.71  Baixa-Mar           
2018-04-03   4:36  3.67  Preia-Mar           
2018-04-03  10:41  0.80  Baixa-Mar           
2018-04-03  16:53  3.57  Preia-Mar           
2018-04-03  22:58  0.86  Baixa-Mar           
2018-04-04   5:12  3.48  Preia-Mar           
2018-04-04  11:15  0.98  Baixa-Mar           
2018-04-04  17:29  3.40  Preia-Mar           
2018-04-04  23:35  1.05  Baixa-Mar           
2018-04-05   5:50  3.25  Preia-Mar           
2018-04-05  11:51  1.19  Baixa-Mar           
2018-04-05  18:08  3.21  Preia-Mar           
2018-04-06   0:16  1.26  Baixa-Mar           
2018-04-06   6:31  3.02  Preia-Mar           
2018-04-06  12:31  1.41  Baixa-Mar           
2018-04-06  18:52  3.01  Preia-Mar           
2018-04-07   1:04  1.47  Baixa-Mar           
2018-04-07   7:22  2.80  Preia-Mar           
2018-04-07  13:21  1.61  Baixa-Mar           
2018-04-07  19:48  2.83  Preia-Mar           
2018-04-08   2:09  1.63  Baixa-Mar           
2018-04-08   8:33  2.64  Preia-Mar           
2018-04-08  14:34  1.76  Baixa-Mar           
2018-04-08  21:05  2.73  Preia-Mar           
2018-04-09   3:39  1.69  Baixa-Mar           
2018-04-09  10:02  2.60  Preia-Mar           
2018-04-09  16:08  1.77  Baixa-Mar           
2018-04-09  22:31  2.76  Preia-Mar           
2018-04-10   5:03  1.61  Baixa-Mar           
2018-04-10  11:20  2.71  Preia-Mar           
2018-04-10  17:24  1.65  Baixa-Mar           
2018-04-10  23:38  2.90  Preia-Mar           
2018-04-11   6:02  1.44  Baixa-Mar           
2018-04-11  12:14  2.88  Preia-Mar           
2018-04-11  18:16  1.47  Baixa-Mar           
2018-04-12   0:28  3.08  Preia-Mar           
2018-04-12   6:44  1.25  Baixa-Mar           
2018-04-12  12:56  3.07  Preia-Mar           
2018-04-12  18:57  1.26  Baixa-Mar           
2018-04-13   1:08  3.28  Preia-Mar           
2018-04-13   7:21  1.06  Baixa-Mar           
2018-04-13  13:32  3.27  Preia-Mar           
2018-04-13  19:33  1.05  Baixa-Mar           
2018-04-14   1:45  3.46  Preia-Mar           
2018-04-14   7:55  0.88  Baixa-Mar           
2018-04-14  14:06  3.45  Preia-Mar           
2018-04-14  20:08  0.87  Baixa-Mar           
2018-04-15   2:20  3.62  Preia-Mar           
2018-04-15   8:29  0.73  Baixa-Mar           
2018-04-15  14:40  3.60  Preia-Mar           
2018-04-15  20:44  0.73  Baixa-Mar           
2018-04-16   2:56  3.72  Preia-Mar           
2018-04-16   9:04  0.63  Baixa-Mar           
2018-04-16  15:16  3.69  Preia-Mar           
2018-04-16  21:20  0.64  Baixa-Mar           
2018-04-17   3:32  3.77  Preia-Mar           
2018-04-17   9:40  0.60  Baixa-Mar           
2018-04-17  15:53  3.72  Preia-Mar           
2018-04-17  21:58  0.62  Baixa-Mar           
2018-04-18   4:12  3.74  Preia-Mar           
2018-04-18  10:19  0.65  Baixa-Mar           
2018-04-18  16:32  3.69  Preia-Mar           
2018-04-18  22:39  0.68  Baixa-Mar           
2018-04-19   4:54  3.63  Preia-Mar           
2018-04-19  11:00  0.77  Baixa-Mar           
2018-04-19  17:15  3.59  Preia-Mar           
2018-04-19  23:25  0.80  Baixa-Mar           
2018-04-20   5:41  3.45  Preia-Mar           
2018-04-20  11:46  0.95  Baixa-Mar           
2018-04-20  18:03  3.44  Preia-Mar           
2018-04-21   0:17  0.97  Baixa-Mar           
2018-04-21   6:36  3.24  Preia-Mar           
2018-04-21  12:40  1.16  Baixa-Mar           
2018-04-21  19:01  3.26  Preia-Mar           
2018-04-22   1:21  1.15  Baixa-Mar           
2018-04-22   7:43  3.03  Preia-Mar           
2018-04-22  13:47  1.36  Baixa-Mar           
2018-04-22  20:13  3.12  Preia-Mar           
2018-04-23   2:41  1.27  Baixa-Mar           
2018-04-23   9:06  2.92  Preia-Mar           
2018-04-23  15:12  1.46  Baixa-Mar           
2018-04-23  21:36  3.09  Preia-Mar           
2018-04-24   4:10  1.26  Baixa-Mar           
2018-04-24  10:31  2.95  Preia-Mar           
2018-04-24  16:38  1.40  Baixa-Mar           
2018-04-24  22:56  3.17  Preia-Mar           
2018-04-25   5:25  1.14  Baixa-Mar           
2018-04-25  11:42  3.08  Preia-Mar           
2018-04-25  17:48  1.24  Baixa-Mar           
2018-04-26   0:02  3.32  Preia-Mar           
2018-04-26   6:24  0.98  Baixa-Mar           
2018-04-26  12:38  3.26  Preia-Mar           
2018-04-26  18:42  1.06  Baixa-Mar           
2018-04-27   0:55  3.48  Preia-Mar           
2018-04-27   7:12  0.84  Baixa-Mar           
2018-04-27  13:24  3.42  Preia-Mar           
2018-04-27  19:28  0.89  Baixa-Mar           
2018-04-28   1:40  3.59  Preia-Mar           
2018-04-28   7:53  0.75  Baixa-Mar           
2018-04-28  14:04  3.54  Preia-Mar           
2018-04-28  20:09  0.78  Baixa-Mar           
2018-04-29   2:21  3.65  Preia-Mar           
2018-04-29   8:30  0.70  Baixa-Mar           
2018-04-29  14:41  3.61  Preia-Mar           
2018-04-29  20:46  0.72  Baixa-Mar           
2018-04-30   2:58  3.64  Preia-Mar           
2018-04-30   9:05  0.71  Baixa-Mar           
2018-04-30  15:16  3.63  Preia-Mar           
2018-04-30  21:22  0.72  Baixa-Mar           
2018-05-01   3:34  3.58  Preia-Mar           
2018-05-01   9:38  0.76  Baixa-Mar           
2018-05-01  15:51  3.59  Preia-Mar           
2018-05-01  21:58  0.78  Baixa-Mar           
2018-05-02   4:09  3.48  Preia-Mar           
2018-05-02  10:11  0.86  Baixa-Mar           
2018-05-02  16:25  3.51  Preia-Mar           
2018-05-02  22:33  0.88  Baixa-Mar           
2018-05-03   4:45  3.33  Preia-Mar           
2018-05-03  10:45  1.00  Baixa-Mar           
2018-05-03  17:01  3.38  Preia-Mar           
2018-05-03  23:10  1.02  Baixa-Mar           
2018-05-04   5:23  3.16  Preia-Mar           
2018-05-04  11:21  1.16  Baixa-Mar           
2018-05-04  17:38  3.23  Preia-Mar           
2018-05-04  23:50  1.18  Baixa-Mar           
2018-05-05   6:04  2.98  Preia-Mar           
2018-05-05  12:00  1.34  Baixa-Mar           
2018-05-05  18:21  3.06  Preia-Mar           
2018-05-06   0:36  1.35  Baixa-Mar           
2018-05-06   6:52  2.81  Preia-Mar           
2018-05-06  12:47  1.51  Baixa-Mar           
2018-05-06  19:12  2.91  Preia-Mar           
2018-05-07   1:33  1.49  Baixa-Mar           
2018-05-07   7:53  2.67  Preia-Mar           
2018-05-07  13:48  1.65  Baixa-Mar           
2018-05-07  20:17  2.80  Preia-Mar           
2018-05-08   2:45  1.57  Baixa-Mar           
2018-05-08   9:08  2.62  Preia-Mar           
2018-05-08  15:07  1.69  Baixa-Mar           
2018-05-08  21:32  2.78  Preia-Mar           
2018-05-09   4:02  1.54  Baixa-Mar           
2018-05-09  10:22  2.68  Preia-Mar           
2018-05-09  16:24  1.63  Baixa-Mar           
2018-05-09  22:41  2.86  Preia-Mar           
2018-05-10   5:06  1.42  Baixa-Mar           
2018-05-10  11:22  2.82  Preia-Mar           
2018-05-10  17:25  1.47  Baixa-Mar           
2018-05-10  23:37  3.00  Preia-Mar           
2018-05-11   5:56  1.25  Baixa-Mar           
2018-05-11  12:10  3.01  Preia-Mar           
2018-05-11  18:13  1.28  Baixa-Mar           
2018-05-12   0:24  3.18  Preia-Mar           
2018-05-12   6:39  1.06  Baixa-Mar           
2018-05-12  12:52  3.21  Preia-Mar           
2018-05-12  18:56  1.07  Baixa-Mar           
2018-05-13   1:06  3.37  Preia-Mar           
2018-05-13   7:18  0.87  Baixa-Mar           
2018-05-13  13:31  3.41  Preia-Mar           
2018-05-13  19:36  0.87  Baixa-Mar           
2018-05-14   1:47  3.53  Preia-Mar           
2018-05-14   7:57  0.72  Baixa-Mar           
2018-05-14  14:10  3.58  Preia-Mar           
2018-05-14  20:17  0.70  Baixa-Mar           
2018-05-15   2:28  3.65  Preia-Mar           
2018-05-15   8:37  0.61  Baixa-Mar           
2018-05-15  14:50  3.70  Preia-Mar           
2018-05-15  20:58  0.59  Baixa-Mar           
2018-05-16   3:11  3.71  Preia-Mar           
2018-05-16   9:18  0.57  Baixa-Mar           
2018-05-16  15:32  3.76  Preia-Mar           
2018-05-16  21:41  0.55  Baixa-Mar           
2018-05-17   3:55  3.69  Preia-Mar           
2018-05-17  10:00  0.60  Baixa-Mar           
2018-05-17  16:16  3.75  Preia-Mar           
2018-05-17  22:27  0.58  Baixa-Mar           
2018-05-18   4:42  3.59  Preia-Mar           
2018-05-18  10:46  0.71  Baixa-Mar           
2018-05-18  17:03  3.67  Preia-Mar           
2018-05-18  23:17  0.68  Baixa-Mar           
2018-05-19   5:33  3.43  Preia-Mar           
2018-05-19  11:36  0.88  Baixa-Mar           
2018-05-19  17:55  3.53  Preia-Mar           
2018-05-20   0:13  0.83  Baixa-Mar           
2018-05-20   6:31  3.24  Preia-Mar           
2018-05-20  12:32  1.08  Baixa-Mar           
2018-05-20  18:54  3.37  Preia-Mar           
2018-05-21   1:17  1.00  Baixa-Mar           
2018-05-21   7:37  3.07  Preia-Mar           
2018-05-21  13:38  1.25  Baixa-Mar           
2018-05-21  20:02  3.23  Preia-Mar           
2018-05-22   2:31  1.12  Baixa-Mar           
2018-05-22   8:52  2.96  Preia-Mar           
2018-05-22  14:56  1.35  Baixa-Mar           
2018-05-22  21:17  3.15  Preia-Mar           
2018-05-23   3:49  1.16  Baixa-Mar           
2018-05-23  10:09  2.96  Preia-Mar           
