1.477967160000000000e+09, 1.477989120000000000e+09
1.478011380000000000e+09, 1.478033040000000000e+09
1.478055480000000000e+09, 1.478077500000000000e+09
1.478099760000000000e+09, 1.478121360000000000e+09
1.478143860000000000e+09, 1.478166000000000000e+09
1.478188260000000000e+09, 1.478209800000000000e+09
1.478232420000000000e+09, 1.478254620000000000e+09
1.478276940000000000e+09, 1.478298480000000000e+09
1.478321160000000000e+09, 1.478343540000000000e+09
1.478365980000000000e+09, 1.478387460000000000e+09
1.478410380000000000e+09, 1.478433000000000000e+09
1.478455680000000000e+09, 1.478477160000000000e+09
1.478500380000000000e+09, 1.478523360000000000e+09
1.478546280000000000e+09, 1.478567880000000000e+09
1.478591100000000000e+09, 1.478614320000000000e+09
1.478637300000000000e+09, 1.478659080000000000e+09
1.478681940000000000e+09, 1.478705100000000000e+09
1.478727780000000000e+09, 1.478749740000000000e+09
1.478772240000000000e+09, 1.478795100000000000e+09
1.478817660000000000e+09, 1.478839620000000000e+09
1.478862060000000000e+09, 1.478884620000000000e+09
1.478907120000000000e+09, 1.478929140000000000e+09
1.478951460000000000e+09, 1.478973900000000000e+09
1.478996340000000000e+09, 1.479018420000000000e+09
1.479040800000000000e+09, 1.479063060000000000e+09
1.479085500000000000e+09, 1.479107580000000000e+09
1.479130020000000000e+09, 1.479152160000000000e+09
1.479174600000000000e+09, 1.479196800000000000e+09
1.479219240000000000e+09, 1.479241260000000000e+09
1.479263760000000000e+09, 1.479286080000000000e+09
1.479308520000000000e+09, 1.479330420000000000e+09
1.479352980000000000e+09, 1.479375420000000000e+09
1.479397920000000000e+09, 1.479419640000000000e+09
1.479442380000000000e+09, 1.479464880000000000e+09
1.479487440000000000e+09, 1.479509100000000000e+09
1.479531960000000000e+09, 1.479554700000000000e+09
1.479577320000000000e+09, 1.479598920000000000e+09
1.479621900000000000e+09, 1.479644940000000000e+09
1.479667680000000000e+09, 1.479689340000000000e+09
1.479712380000000000e+09, 1.479735720000000000e+09
1.479758520000000000e+09, 1.479780420000000000e+09
1.479803160000000000e+09, 1.479826680000000000e+09
1.479849300000000000e+09, 1.479871380000000000e+09
1.479893820000000000e+09, 1.479917040000000000e+09
1.479939540000000000e+09, 1.479961620000000000e+09
1.479983760000000000e+09, 1.480006560000000000e+09
1.480028940000000000e+09, 1.480050960000000000e+09
1.480073040000000000e+09, 1.480095480000000000e+09
1.480117800000000000e+09, 1.480139820000000000e+09
1.480161900000000000e+09, 1.480183980000000000e+09
1.480206360000000000e+09, 1.480228380000000000e+09
1.480250460000000000e+09, 1.480272360000000000e+09
1.480294800000000000e+09, 1.480316820000000000e+09
1.480338900000000000e+09, 1.480360740000000000e+09
1.480383120000000000e+09, 1.480405200000000000e+09
1.480427340000000000e+09, 1.480449060000000000e+09
1.480471500000000000e+09, 1.480493640000000000e+09
1.480515780000000000e+09, 1.480537380000000000e+09
1.509492360000000000e+09, 1.509514140000000000e+09
1.509536400000000000e+09, 1.509558840000000000e+09
1.509581160000000000e+09, 1.509603060000000000e+09
1.509625320000000000e+09, 1.509647580000000000e+09
1.509669960000000000e+09, 1.509691860000000000e+09
1.509714180000000000e+09, 1.509736380000000000e+09
1.509758760000000000e+09, 1.509780720000000000e+09
1.509803100000000000e+09, 1.509825180000000000e+09
1.509847620000000000e+09, 1.509869700000000000e+09
1.509892080000000000e+09, 1.509914160000000000e+09
1.509936600000000000e+09, 1.509958800000000000e+09
1.509981240000000000e+09, 1.510003200000000000e+09
1.510025760000000000e+09, 1.510048080000000000e+09
1.510070580000000000e+09, 1.510092480000000000e+09
1.510115100000000000e+09, 1.510137600000000000e+09
1.510160280000000000e+09, 1.510182060000000000e+09
1.510204920000000000e+09, 1.510227660000000000e+09
1.510250460000000000e+09, 1.510272180000000000e+09
1.510295220000000000e+09, 1.510318380000000000e+09
1.510341300000000000e+09, 1.510363140000000000e+09
