,x,y,z,salinity
0,-10813.8935546875,-9907.7373046875,0.0,34.222660064697266
1,-10813.8935546875,-9907.7373046875,-0.5,34.22306823730469
2,-10813.8935546875,-9907.7373046875,-1.5,34.38689041137695
3,-10813.8935546875,-9907.7373046875,-2.5,34.72606658935547
4,-10813.8935546875,-9907.7373046875,-3.5,35.084320068359375
5,-10813.8935546875,-9907.7373046875,-4.5,35.084320068359375
6,-10813.8935546875,-9842.873046875,0.0,34.222660064697266
7,-10813.8935546875,-9842.873046875,-0.5,34.22306823730469
8,-10813.8935546875,-9842.873046875,-1.5,34.38689041137695
9,-10813.8935546875,-9842.873046875,-2.5,34.72606658935547
10,-10813.8935546875,-9842.873046875,-3.5,35.084320068359375
11,-10813.8935546875,-9842.873046875,-4.5,35.084320068359375
12,-10813.8935546875,-9778.0078125,0.0,34.21356964111328
13,-10813.8935546875,-9778.0078125,-0.5,34.213890075683594
14,-10813.8935546875,-9778.0078125,-1.5,34.3766975402832
15,-10813.8935546875,-9778.0078125,-2.5,34.714454650878906
16,-10813.8935546875,-9778.0078125,-3.5,35.0777702331543
17,-10813.8935546875,-9778.0078125,-4.5,35.0777702331543
18,-10813.8935546875,-9713.142578125,0.0,34.211917877197266
19,-10813.8935546875,-9713.142578125,-0.5,34.21212387084961
20,-10813.8935546875,-9713.142578125,-1.5,34.37075424194336
21,-10813.8935546875,-9713.142578125,-2.5,34.70026397705078
22,-10813.8935546875,-9713.142578125,-3.5,35.07019805908203
23,-10813.8935546875,-9713.142578125,-4.5,35.07019805908203
24,-10813.8935546875,-9648.2783203125,0.0,34.211917877197266
25,-10813.8935546875,-9648.2783203125,-0.5,34.21212387084961
26,-10813.8935546875,-9648.2783203125,-1.5,34.37075424194336
27,-10813.8935546875,-9648.2783203125,-2.5,34.70026397705078
28,-10813.8935546875,-9648.2783203125,-3.5,35.07019805908203
29,-10813.8935546875,-9648.2783203125,-4.5,35.07019805908203
30,-10813.8935546875,-9583.4130859375,0.0,34.205684661865234
31,-10813.8935546875,-9583.4130859375,-0.5,34.20582580566406
32,-10813.8935546875,-9583.4130859375,-1.5,34.36140441894531
33,-10813.8935546875,-9583.4130859375,-2.5,34.68612289428711
34,-10813.8935546875,-9583.4130859375,-3.5,35.06180953979492
35,-10813.8935546875,-9583.4130859375,-4.5,35.06180953979492
36,-10813.8935546875,-9518.5478515625,0.0,34.205684661865234
37,-10813.8935546875,-9518.5478515625,-0.5,34.20582580566406
38,-10813.8935546875,-9518.5478515625,-1.5,34.36140441894531
39,-10813.8935546875,-9518.5478515625,-2.5,34.68612289428711
40,-10813.8935546875,-9518.5478515625,-3.5,35.06180953979492
41,-10813.8935546875,-9518.5478515625,-4.5,35.06180953979492
42,-10813.8935546875,-9453.68359375,0.0,34.200469970703125
43,-10813.8935546875,-9453.68359375,-0.5,34.20055389404297
44,-10813.8935546875,-9453.68359375,-1.5,34.351505279541016
45,-10813.8935546875,-9453.68359375,-2.5,34.66987991333008
46,-10813.8935546875,-9453.68359375,-3.5,35.0515251159668
47,-10813.8935546875,-9453.68359375,-4.5,35.0515251159668
48,-10813.8935546875,-9388.818359375,0.0,34.20718002319336
49,-10813.8935546875,-9388.818359375,-0.5,34.20723342895508
50,-10813.8935546875,-9388.818359375,-1.5,34.35358810424805
51,-10813.8935546875,-9388.818359375,-2.5,34.665531158447266
52,-10813.8935546875,-9388.818359375,-3.5,35.049644470214844
53,-10813.8935546875,-9388.818359375,-4.5,35.049644470214844
54,-10813.8935546875,-9323.9541015625,0.0,34.20311737060547
55,-10813.8935546875,-9323.9541015625,-0.5,34.20311737060547
56,-10813.8935546875,-9323.9541015625,-1.5,34.35034942626953
57,-10813.8935546875,-9323.9541015625,-2.5,34.65584182739258
58,-10813.8935546875,-9323.9541015625,-3.5,35.04377365112305
59,-10813.8935546875,-9323.9541015625,-4.5,35.04377365112305
60,-10813.8935546875,-9259.0888671875,0.0,34.20311737060547
61,-10813.8935546875,-9259.0888671875,-0.5,34.20311737060547
62,-10813.8935546875,-9259.0888671875,-1.5,34.35034942626953
63,-10813.8935546875,-9259.0888671875,-2.5,34.65584182739258
64,-10813.8935546875,-9259.0888671875,-3.5,35.04377365112305
65,-10813.8935546875,-9259.0888671875,-4.5,35.04377365112305
66,-10813.8935546875,-9194.2236328125,0.0,34.199974060058594
67,-10813.8935546875,-9194.2236328125,-0.5,34.19963455200195
68,-10813.8935546875,-9194.2236328125,-1.5,34.33976364135742
69,-10813.8935546875,-9194.2236328125,-2.5,34.63594436645508
70,-10813.8935546875,-9194.2236328125,-3.5,35.03056716918945
71,-10813.8935546875,-9194.2236328125,-4.5,35.03056716918945
72,-10813.8935546875,-9129.359375,0.0,34.199974060058594
73,-10813.8935546875,-9129.359375,-0.5,34.19963455200195
74,-10813.8935546875,-9129.359375,-1.5,34.33976364135742
75,-10813.8935546875,-9129.359375,-2.5,34.63594436645508
76,-10813.8935546875,-9129.359375,-3.5,35.03056716918945
77,-10813.8935546875,-9129.359375,-4.5,35.03056716918945
78,-10813.8935546875,-9064.494140625,0.0,34.19761657714844
79,-10813.8935546875,-9064.494140625,-0.5,34.197021484375
