,x,y,z,salinity
0,-10813.8935546875,-9907.7373046875,0.0,34.358455657958984
1,-10813.8935546875,-9907.7373046875,-0.5,34.47745132446289
2,-10813.8935546875,-9907.7373046875,-1.5,34.726539611816406
3,-10813.8935546875,-9907.7373046875,-2.5,34.86274719238281
4,-10813.8935546875,-9907.7373046875,-3.5,35.03318405151367
5,-10813.8935546875,-9907.7373046875,-4.5,35.18270492553711
6,-10813.8935546875,-9842.873046875,0.0,34.358455657958984
7,-10813.8935546875,-9842.873046875,-0.5,34.47745132446289
8,-10813.8935546875,-9842.873046875,-1.5,34.726539611816406
9,-10813.8935546875,-9842.873046875,-2.5,34.86274719238281
10,-10813.8935546875,-9842.873046875,-3.5,35.03318405151367
11,-10813.8935546875,-9842.873046875,-4.5,35.18270492553711
12,-10813.8935546875,-9778.0078125,0.0,34.33971405029297
13,-10813.8935546875,-9778.0078125,-0.5,34.45723342895508
14,-10813.8935546875,-9778.0078125,-1.5,34.711002349853516
15,-10813.8935546875,-9778.0078125,-2.5,34.85206604003906
16,-10813.8935546875,-9778.0078125,-3.5,35.025447845458984
17,-10813.8935546875,-9778.0078125,-4.5,35.17637634277344
18,-10813.8935546875,-9713.142578125,0.0,34.327911376953125
19,-10813.8935546875,-9713.142578125,-0.5,34.436275482177734
20,-10813.8935546875,-9713.142578125,-1.5,34.69069290161133
21,-10813.8935546875,-9713.142578125,-2.5,34.8383674621582
22,-10813.8935546875,-9713.142578125,-3.5,35.01540756225586
23,-10813.8935546875,-9713.142578125,-4.5,35.16814041137695
24,-10813.8935546875,-9648.2783203125,0.0,34.327911376953125
25,-10813.8935546875,-9648.2783203125,-0.5,34.436275482177734
26,-10813.8935546875,-9648.2783203125,-1.5,34.69069290161133
27,-10813.8935546875,-9648.2783203125,-2.5,34.8383674621582
28,-10813.8935546875,-9648.2783203125,-3.5,35.01540756225586
29,-10813.8935546875,-9648.2783203125,-4.5,35.16814041137695
30,-10813.8935546875,-9583.4130859375,0.0,34.317527770996094
31,-10813.8935546875,-9583.4130859375,-0.5,34.41714859008789
32,-10813.8935546875,-9583.4130859375,-1.5,34.67342758178711
33,-10813.8935546875,-9583.4130859375,-2.5,34.82631301879883
34,-10813.8935546875,-9583.4130859375,-3.5,35.00654220581055
35,-10813.8935546875,-9583.4130859375,-4.5,35.161048889160156
36,-10813.8935546875,-9518.5478515625,0.0,34.317527770996094
37,-10813.8935546875,-9518.5478515625,-0.5,34.41714859008789
38,-10813.8935546875,-9518.5478515625,-1.5,34.67342758178711
39,-10813.8935546875,-9518.5478515625,-2.5,34.82631301879883
40,-10813.8935546875,-9518.5478515625,-3.5,35.00654220581055
41,-10813.8935546875,-9518.5478515625,-4.5,35.161048889160156
42,-10813.8935546875,-9453.68359375,0.0,34.30884552001953
43,-10813.8935546875,-9453.68359375,-0.5,34.39878845214844
44,-10813.8935546875,-9453.68359375,-1.5,34.65499496459961
45,-10813.8935546875,-9453.68359375,-2.5,34.81283187866211
46,-10813.8935546875,-9453.68359375,-3.5,34.99607467651367
47,-10813.8935546875,-9453.68359375,-4.5,35.15258026123047
48,-10813.8935546875,-9388.818359375,0.0,34.31337356567383
49,-10813.8935546875,-9388.818359375,-0.5,34.396183013916016
50,-10813.8935546875,-9388.818359375,-1.5,34.648250579833984
51,-10813.8935546875,-9388.818359375,-2.5,34.80843734741211
52,-10813.8935546875,-9388.818359375,-3.5,34.992759704589844
53,-10813.8935546875,-9388.818359375,-4.5,35.14978790283203
54,-10813.8935546875,-9323.9541015625,0.0,34.306880950927734
55,-10813.8935546875,-9323.9541015625,-0.5,34.38399124145508
56,-10813.8935546875,-9323.9541015625,-1.5,34.63508224487305
57,-10813.8935546875,-9323.9541015625,-2.5,34.79969024658203
58,-10813.8935546875,-9323.9541015625,-3.5,34.986793518066406
59,-10813.8935546875,-9323.9541015625,-4.5,35.14531326293945
60,-10813.8935546875,-9259.0888671875,0.0,34.306880950927734
61,-10813.8935546875,-9259.0888671875,-0.5,34.38399124145508
62,-10813.8935546875,-9259.0888671875,-1.5,34.63508224487305
63,-10813.8935546875,-9259.0888671875,-2.5,34.79969024658203
64,-10813.8935546875,-9259.0888671875,-3.5,34.986793518066406
65,-10813.8935546875,-9259.0888671875,-4.5,35.14531326293945
66,-10813.8935546875,-9194.2236328125,0.0,34.30042266845703
67,-10813.8935546875,-9194.2236328125,-0.5,34.3669548034668
68,-10813.8935546875,-9194.2236328125,-1.5,34.61351776123047
69,-10813.8935546875,-9194.2236328125,-2.5,34.783111572265625
70,-10813.8935546875,-9194.2236328125,-3.5,34.97380828857422
71,-10813.8935546875,-9194.2236328125,-4.5,35.13508224487305
72,-10813.8935546875,-9129.359375,0.0,34.30042266845703
73,-10813.8935546875,-9129.359375,-0.5,34.3669548034668
74,-10813.8935546875,-9129.359375,-1.5,34.61351776123047
75,-10813.8935546875,-9129.359375,-2.5,34.783111572265625
76,-10813.8935546875,-9129.359375,-3.5,34.97380828857422
77,-10813.8935546875,-9129.359375,-4.5,35.13508224487305
78,-10813.8935546875,-9064.494140625,0.0,34.29525375366211
79,-10813.8935546875,-9064.494140625,-0.5,34.35455322265625
80,-10813.8935546875,-9064.494140625,-1.5,34.59617233276367
81,-10813.8935546875,-9064.494140625,-2.5,34.76996612548828
82,-10813.8935546875,-9064.494140625,-3.5,34.96363830566406
83,-10813.8935546875,-9064.494140625,-4.5,35.12724685668945
84,-10813.8935546875,-8999.62890625,0.0,34.30062484741211
85,-10813.8935546875,-8999.62890625,-0.5,34.35439682006836
86,-10813.8935546875,-8999.62890625,-1.5,34.58991241455078
87,-10813.8935546875,-8999.62890625,-2.5,34.76582336425781
88,-10813.8935546875,-8999.62890625,-3.5,34.960662841796875
89,-10813.8935546875,-8999.62890625,-4.5,35.12474060058594
90,-10813.8935546875,-8934.7646484375,0.0,34.296268463134766
91,-10813.8935546875,-8934.7646484375,-0.5,34.34257507324219
92,-10813.8935546875,-8934.7646484375,-1.5,34.57074737548828
93,-10813.8935546875,-8934.7646484375,-2.5,34.750431060791016
94,-10813.8935546875,-8934.7646484375,-3.5,34.94854736328125
95,-10813.8935546875,-8934.7646484375,-4.5,35.11544418334961
96,-10813.8935546875,-8869.8994140625,0.0,34.296268463134766
97,-10813.8935546875,-8869.8994140625,-0.5,34.34257507324219
98,-10813.8935546875,-8869.8994140625,-1.5,34.57074737548828
99,-10813.8935546875,-8869.8994140625,-2.5,34.750431060791016
100,-10813.8935546875,-8869.8994140625,-3.5,34.94854736328125
101,-10813.8935546875,-8869.8994140625,-4.5,35.11544418334961
102,-10813.8935546875,-8805.03515625,0.0,34.2923698425293
103,-10813.8935546875,-8805.03515625,-0.5,34.33009338378906
104,-10813.8935546875,-8805.03515625,-1.5,34.54863357543945
105,-10813.8935546875,-8805.03515625,-2.5,34.73138427734375
106,-10813.8935546875,-8805.03515625,-3.5,34.93275833129883
107,-10813.8935546875,-8805.03515625,-4.5,35.10300827026367
108,-10813.8935546875,-8740.169921875,0.0,34.289161682128906
109,-10813.8935546875,-8740.169921875,-0.5,34.32088088989258
110,-10813.8935546875,-8740.169921875,-1.5,34.53022384643555
111,-10813.8935546875,-8740.169921875,-2.5,34.715484619140625
112,-10813.8935546875,-8740.169921875,-3.5,34.91970443725586
