timestamp,waterlevel,"tide(1:high tide, 0:low tide)"
1511522400.0,1.37,0.0
1511544900.0,2.91,1.0
1511566140.0,1.53,0.0
1511589180.0,3.04,1.0
1511611980.0,1.49,0.0
1511634660.0,2.81,1.0
1511655960.0,1.63,0.0
1511679180.0,2.96,1.0
1511702220.0,1.55,0.0
1511725080.0,2.78,1.0
1511746560.0,1.67,0.0
1511769660.0,2.94,1.0
1511792820.0,1.52,0.0
1511815680.0,2.84,1.0
1511837400.0,1.61,0.0
1511860140.0,3.02,1.0
1511883120.0,1.41,0.0
1511905800.0,2.99,1.0
1511927700.0,1.46,0.0
1511950140.0,3.17,1.0
1511972880.0,1.23,0.0
1511995440.0,3.19,1.0
1512017460.0,1.25,0.0
1512039780.0,3.36,1.0
1512062280.0,1.03,0.0
1572582000.0,3.54,1.0
1572604380.0,0.99,0.0
1572626880.0,3.26,1.0
1572648420.0,1.21,0.0
1572671220.0,3.32,1.0
1572693840.0,1.23,0.0
1572716460.0,3.01,1.0
1572737880.0,1.46,0.0
1572760980.0,3.09,1.0
1572783960.0,1.45,0.0
1572806760.0,2.8,1.0
1572828180.0,1.67,0.0
1572851460.0,2.93,1.0
1572875100.0,1.58,0.0
1572898020.0,2.71,1.0
1572919680.0,1.76,0.0
1572942600.0,2.86,1.0
1572966540.0,1.59,0.0
1572989220.0,2.74,1.0
1573011060.0,1.72,0.0
1573033440.0,2.91,1.0
1573056840.0,1.5,0.0
1573079280.0,2.86,1.0
1573101120.0,1.6,0.0
1573123200.0,3.03,1.0
1573146120.0,1.37,0.0
1573168440.0,3.01,1.0
1573190160.0,1.44,0.0
1573212240.0,3.16,1.0
1573234740.0,1.24,0.0
1573257060.0,3.17,1.0
1573278780.0,1.28,0.0
1573300920.0,3.3,1.0
1573323180.0,1.11,0.0
1573345440.0,3.31,1.0
1573367220.0,1.13,0.0
1573389360.0,3.42,1.0
1573411440.0,1.0,0.0
1573433760.0,3.44,1.0
1573455540.0,1.01,0.0
1573477740.0,3.5,1.0
1573499700.0,0.92,0.0
1573522020.0,3.54,1.0
1573543920.0,0.93,0.0
1573566120.0,3.55,1.0
1573588020.0,0.88,0.0
1573610400.0,3.6,1.0
1573632300.0,0.88,0.0
1573654560.0,3.55,1.0
1573676400.0,0.88,0.0
1573698780.0,3.61,1.0
1573720860.0,0.89,0.0
1573743060.0,3.5,1.0
1573764840.0,0.93,0.0
1573787340.0,3.58,1.0
1573809480.0,0.93,0.0
1573831740.0,3.42,1.0
1573853520.0,1.03,0.0
1573876020.0,3.5,1.0
1573898400.0,1.02,0.0
1573920720.0,3.29,1.0
1573942380.0,1.16,0.0
1573965120.0,3.4,1.0
1573987620.0,1.14,0.0
1574010180.0,3.15,1.0
1574031780.0,1.31,0.0
1574054700.0,3.28,1.0
1574077500.0,1.26,0.0
1574100300.0,3.02,1.0
1574121840.0,1.45,0.0
1574145000.0,3.18,1.0
1574168220.0,1.34,0.0
1574191200.0,2.95,1.0
1574212800.0,1.53,0.0
1574235960.0,3.16,1.0
1574259480.0,1.33,0.0
1574282400.0,2.99,1.0
1574304180.0,1.48,0.0
1574326980.0,3.23,1.0
1574350380.0,1.22,0.0
1574373060.0,3.13,1.0
1574394960.0,1.33,0.0
1574417520.0,3.38,1.0
1574440500.0,1.06,0.0
1574463060.0,3.32,1.0
1574484960.0,1.13,0.0
1574507400.0,3.55,1.0
1574530080.0,0.89,0.0
1574552520.0,3.52,1.0
1574574540.0,0.93,0.0
1574596920.0,3.69,1.0
1574619300.0,0.77,0.0
1574641680.0,3.69,1.0
1574663760.0,0.77,0.0
1574686140.0,3.77,1.0
1574708340.0,0.7,0.0
1574730720.0,3.8,1.0
1574752860.0,0.68,0.0
1574775180.0,3.78,1.0
1574797200.0,0.7,0.0
1574819640.0,3.85,1.0
1574841840.0,0.67,0.0
1574864220.0,3.72,1.0
1574886000.0,0.76,0.0
1574908500.0,3.82,1.0
1574930820.0,0.73,0.0
1574953140.0,3.6,1.0
1574974800.0,0.88,0.0
1574997420.0,3.73,1.0
1575019740.0,0.86,0.0
1575042120.0,3.44,1.0
1575063600.0,1.04,0.0
1575086280.0,3.58,1.0
1575108780.0,1.02,0.0
1575131160.0,3.26,1.0
1575152520.0,1.23,0.0
1541035680.0,1.49,0.0
1541058840.0,3.13,1.0
1541082420.0,1.31,0.0
1541105400.0,2.97,1.0
1541127360.0,1.47,0.0
1541150160.0,3.19,1.0
1541173620.0,1.21,0.0
1541196300.0,3.1,1.0
1541218200.0,1.32,0.0
1541240760.0,3.34,1.0
1541263800.0,1.04,0.0
1541286300.0,3.28,1.0
1541308200.0,1.12,0.0
1541330580.0,3.52,1.0
1541353260.0,0.88,0.0
1541375640.0,3.46,1.0
1541397540.0,0.94,0.0
1541419860.0,3.65,1.0
1541442300.0,0.77,0.0
1541464620.0,3.61,1.0
1541486580.0,0.8,0.0
1541508900.0,3.73,1.0
1541531100.0,0.71,0.0
1541553420.0,3.71,1.0
1541575380.0,0.72,0.0
1541597700.0,3.75,1.0
1541619720.0,0.71,0.0
1541642100.0,3.74,1.0
1541664120.0,0.71,0.0
1541686440.0,3.69,1.0
1541708280.0,0.76,0.0
1541730660.0,3.72,1.0
1541752740.0,0.77,0.0
1541775060.0,3.59,1.0
1541796780.0,0.87,0.0
1541819280.0,3.64,1.0
1541841420.0,0.88,0.0
1541863740.0,3.43,1.0
1541885340.0,1.01,0.0
1541907900.0,3.51,1.0
1541930100.0,1.03,0.0
1541952480.0,3.26,1.0
1541973900.0,1.19,0.0
1541996640.0,3.35,1.0
1542018960.0,1.2,0.0
1542041400.0,3.07,1.0
1542062700.0,1.38,0.0
1542085620.0,3.17,1.0
1542108120.0,1.38,0.0
1542130740.0,2.89,1.0
1542151920.0,1.56,0.0
1542175080.0,3.01,1.0
1542197940.0,1.53,0.0
1542220800.0,2.75,1.0
1542241980.0,1.71,0.0
1542265320.0,2.89,1.0
1542288600.0,1.62,0.0
1542311580.0,2.7,1.0
1542333060.0,1.77,0.0
1542356100.0,2.85,1.0
1542379620.0,1.61,0.0
1542402420.0,2.74,1.0
1542424140.0,1.72,0.0
1542446700.0,2.91,1.0
1542469920.0,1.52,0.0
1542492480.0,2.87,1.0
1542514260.0,1.59,0.0
1542536520.0,3.03,1.0
1542559320.0,1.37,0.0
1542581760.0,3.04,1.0
1542603540.0,1.42,0.0
1542625740.0,3.19,1.0
1542648180.0,1.21,0.0
1542670560.0,3.23,1.0
1542692400.0,1.23,0.0
1542714600.0,3.36,1.0
1542736860.0,1.04,0.0
1542759240.0,3.41,1.0
1542781140.0,1.04,0.0
1542803340.0,3.51,1.0
1542825480.0,0.89,0.0
1542847860.0,3.58,1.0
1542869820.0,0.88,0.0
1542892080.0,3.63,1.0
1542914100.0,0.78,0.0
1542936540.0,3.71,1.0
1542958620.0,0.76,0.0
1542980880.0,3.7,1.0
1543002840.0,0.72,0.0
1543025280.0,3.79,1.0
1543047480.0,0.7,0.0
1543069800.0,3.71,1.0
1543091700.0,0.73,0.0
1543114200.0,3.81,1.0
1543136460.0,0.7,0.0
1543158840.0,3.66,1.0
1543180680.0,0.8,0.0
1543203300.0,3.76,1.0
1543225680.0,0.77,0.0
1543248180.0,3.54,1.0
1543269900.0,0.94,0.0
1543292640.0,3.66,1.0
1543315200.0,0.89,0.0
1543337820.0,3.38,1.0
1543359420.0,1.11,0.0
1543382340.0,3.52,1.0
1543405140.0,1.04,0.0
1543427940.0,3.21,1.0
1543449480.0,1.28,0.0
1543472520.0,3.38,1.0
1543495680.0,1.18,0.0
1543518600.0,3.09,1.0
1543540260.0,1.41,0.0
1543563300.0,3.28,1.0
1543586760.0,1.25,0.0
1543609560.0,3.06,1.0
