x,y,z,mvar
0.0,4799.999999999998,-0.5,0.05787263360737542
0.0,4799.999999999998,-1.5,0.020581924057223065
0.0,4799.999999999998,-2.5,0.00011652251486803167
0.0,4799.999999999998,-3.5,8.500182065896562e-05
0.0,4799.999999999998,-4.5,8.05986126496943e-05
69.74789915939706,4799.9542659782355,-0.5,0.041892337693476646
69.74789915939706,4799.9542659782355,-1.5,0.011693651941120358
69.74789915939706,4799.9542659782355,-2.5,6.213130077898426e-05
69.74789915939706,4799.9542659782355,-3.5,4.6304196054003363e-05
69.74789915939706,4799.9542659782355,-4.5,4.418219416855084e-05
139.4957983195851,4799.908531382474,-0.5,0.03667816724899258
139.4957983195851,4799.908531382474,-1.5,0.010878228677242158
139.4957983195851,4799.908531382474,-2.5,6.431550696429317e-05
139.4957983195851,4799.908531382474,-3.5,4.8284094452136996e-05
139.4957983195851,4799.908531382474,-4.5,4.6167558560636186e-05
209.24369747898217,4799.862796212717,-0.5,0.0289973310746091
209.24369747898217,4799.862796212717,-1.5,0.0073357365023303004
209.24369747898217,4799.862796212717,-2.5,4.605585679677322e-05
209.24369747898217,4799.862796212717,-3.5,3.607455177381792e-05
209.24369747898217,4799.862796212717,-4.5,3.45073399145315e-05
278.99159663837924,4799.817060468971,-0.5,0.026037482669273426
278.99159663837924,4799.817060468971,-1.5,0.006692852491690859
278.99159663837924,4799.817060468971,-2.5,4.660775177137295e-05
278.99159663837924,4799.817060468971,-3.5,3.6011679305070505e-05
278.99159663837924,4799.817060468971,-4.5,3.453187776733765e-05
348.73949579856725,4799.77132415124,-0.5,0.022075841350874655
348.73949579856725,4799.77132415124,-1.5,0.004402197471560997
348.73949579856725,4799.77132415124,-2.5,3.2168771105668665e-05
348.73949579856725,4799.77132415124,-3.5,2.5745035685669e-05
348.73949579856725,4799.77132415124,-4.5,2.4737419370058872e-05
418.48739495796434,4799.725587259532,-0.5,0.018794462531285076
418.48739495796434,4799.725587259532,-1.5,0.00446135472925128
418.48739495796434,4799.725587259532,-2.5,4.146869949973494e-05
418.48739495796434,4799.725587259532,-3.5,3.4098338023514044e-05
418.48739495796434,4799.725587259532,-4.5,3.285789802030406e-05
488.2352941173614,4799.679849793852,-0.5,0.01561276719273388
488.2352941173614,4799.679849793852,-1.5,0.0030716692588949337
488.2352941173614,4799.679849793852,-2.5,2.5977606838123794e-05
488.2352941173614,4799.679849793852,-3.5,2.1090846897203438e-05
488.2352941173614,4799.679849793852,-4.5,2.0333418687864208e-05
557.9831932775495,4799.6341117542015,-0.5,0.014634752598258229
557.9831932775495,4799.6341117542015,-1.5,0.0029374343109180175
557.9831932775495,4799.6341117542015,-2.5,2.955906370411479e-05
557.9831932775495,4799.6341117542015,-3.5,2.387439001821224e-05
557.9831932775495,4799.6341117542015,-4.5,2.3032420806827784e-05
627.7310924369465,4799.588373140593,-0.5,0.012397027141161926
627.7310924369465,4799.588373140593,-1.5,0.002347552730152043
627.7310924369465,4799.588373140593,-2.5,2.6945293935050538e-05
627.7310924369465,4799.588373140593,-3.5,2.169817219656225e-05
627.7310924369465,4799.588373140593,-4.5,2.0868098141959123e-05
697.4789915963436,4799.542633953025,-0.5,0.01096952491345573
697.4789915963436,4799.542633953025,-1.5,0.0021094741187527247
697.4789915963436,4799.542633953025,-2.5,3.16790988653349e-05
697.4789915963436,4799.542633953025,-3.5,2.7151299999726214e-05
697.4789915963436,4799.542633953025,-4.5,2.633583381214701e-05
767.2268907565316,4799.496894191508,-0.5,0.010207788679113289
767.2268907565316,4799.496894191508,-1.5,0.0018097144022828139
767.2268907565316,4799.496894191508,-2.5,2.6992665204745262e-05
767.2268907565316,4799.496894191508,-3.5,2.279526597882604e-05
767.2268907565316,4799.496894191508,-4.5,2.2130993353342877e-05
836.9747899159287,4799.451153856045,-0.5,0.008410351036587068
836.9747899159287,4799.451153856045,-1.5,0.0016894080813970242
836.9747899159287,4799.451153856045,-2.5,2.910987975680872e-05
836.9747899159287,4799.451153856045,-3.5,2.4517038045263086e-05
836.9747899159287,4799.451153856045,-4.5,2.37784202045917e-05
906.7226890753258,4799.405412946641,-0.5,0.008032984631787594
906.7226890753258,4799.405412946641,-1.5,0.0015536543284856504
906.7226890753258,4799.405412946641,-2.5,3.122151588867545e-05
906.7226890753258,4799.405412946641,-3.5,2.6025302392827896e-05
906.7226890753258,4799.405412946641,-4.5,2.5147356400589537e-05
976.4705882355139,4799.359671463302,-0.5,0.007145068526066182
976.4705882355139,4799.359671463302,-1.5,0.0012854668795796746
976.4705882355139,4799.359671463302,-2.5,2.7868295408415064e-05
976.4705882355139,4799.359671463302,-3.5,2.4045936205068924e-05
976.4705882355139,4799.359671463302,-4.5,2.3258298353978882e-05
1046.2184873949109,4799.313929406036,-0.5,0.006478970404889369
1046.2184873949109,4799.313929406036,-1.5,0.0012455152105089004
1046.2184873949109,4799.313929406036,-2.5,3.29168081931006e-05
1046.2184873949109,4799.313929406036,-3.5,2.817032258012783e-05
1046.2184873949109,4799.313929406036,-4.5,2.7362391645525706e-05
1115.9663865543077,4799.268186774846,-0.5,0.005629302509009796
1115.9663865543077,4799.268186774846,-1.5,0.0011213821859752536
1115.9663865543077,4799.268186774846,-2.5,3.074086985382491e-05
1115.9663865543077,4799.268186774846,-3.5,2.657380056033866e-05
1115.9663865543077,4799.268186774846,-4.5,2.5665455536365854e-05
1185.7142857144959,4799.222443569736,-0.5,0.0052057227849301195
1185.7142857144959,4799.222443569736,-1.5,0.0010206802020612125
1185.7142857144959,4799.222443569736,-2.5,2.9905889998971692e-05
1185.7142857144959,4799.222443569736,-3.5,2.5457848967955794e-05
1185.7142857144959,4799.222443569736,-4.5,2.4689650479563602e-05
1255.462184873893,4799.176699790715,-0.5,0.005187172988313791
1255.462184873893,4799.176699790715,-1.5,0.000971602755613738
1255.462184873893,4799.176699790715,-2.5,3.0476369764092854e-05
1255.462184873893,4799.176699790715,-3.5,2.57329856740557e-05
