ind,salinity
3485.0,31.432431957133534
3490.0,31.420222483180716
4080.0,31.149421822785527
4085.0,31.13891638190372
4670.0,30.979621502086374
4675.0,30.947009920888384
4680.0,30.92341687128769
5265.0,30.79356410913243
5270.0,30.753639942004227
5855.0,30.65421783157146
5860.0,30.634052389213487
5865.0,30.59332033333213
6450.0,30.55517094901845
6455.0,30.5077975861596
7045.0,30.456950841385506
7050.0,30.414749598414378
7635.0,30.391719688610085
7640.0,30.35281514579737
7645.0,30.3206980185207
8230.0,30.323759459115553
8235.0,30.26737375645947
8820.0,30.31985719196324
8825.0,30.26727567319141
8830.0,30.204151985671253
9415.0,30.29154069196348
9420.0,30.23057113772029
10010.0,30.291123250039966
10015.0,30.212022461091063
10600.0,30.380270253663546
10605.0,30.297608870102376
10610.0,30.21484043983045
11195.0,30.398888049759474
11200.0,30.311596652919505
11785.0,30.495420098675467
11790.0,30.420322853783173
11795.0,30.32921828035512
12380.0,30.525623693146887
12385.0,30.456780765669738
12970.0,30.609184327913884
12975.0,30.54293396549264
12980.0,30.476106538551452
13565.0,30.625132692514086
13570.0,30.556899413132037
14160.0,30.68237784865868
14165.0,30.59682523062307
14750.0,30.795113837617013
14755.0,30.737026188016436
14760.0,30.66701254750297
15345.0,30.82890440472505
15350.0,30.769796241719963
15935.0,30.94896925589079
15940.0,30.889785778452907
15945.0,30.820133555553202
16530.0,31.01839357675478
16535.0,30.969530253056234
17125.0,31.106352528246966
17130.0,31.041941080365262
17715.0,31.25537576721973
17720.0,31.19718447547741
17725.0,31.125609103319004
18310.0,31.31348696582505
18315.0,31.26587884972366
18900.0,31.410085147853724
18905.0,31.355158731882486
18910.0,31.30265779996083
19495.0,31.436838427449477
19500.0,31.373230400959432
20085.0,31.47279324978458
20090.0,31.426216618554317
20095.0,31.37025413975275
20680.0,31.494708401877148
20685.0,31.436542924399916
21275.0,31.56336810035151
21280.0,31.50752334620815
21865.0,31.670650749717485
21870.0,31.63381292724414
21875.0,31.59134894393357
22460.0,31.745382557457972
22465.0,31.710366479293786
23050.0,31.847807976472232
23055.0,31.825963317272457
23060.0,31.793465907804954
23645.0,31.91674907079109
23650.0,31.897702961568136
