x,y,z,mvar
0.0,4799.999999999998,-0.5,0.07921609696731943
0.0,4799.999999999998,-1.5,0.024775678511009206
0.0,4799.999999999998,-2.5,0.000126277892599187
0.0,4799.999999999998,-3.5,9.229711209198931e-05
0.0,4799.999999999998,-4.5,8.763288415096502e-05
69.74789915939706,4799.9542659782355,-0.5,0.057999491096102224
69.74789915939706,4799.9542659782355,-1.5,0.01541343393181364
69.74789915939706,4799.9542659782355,-2.5,7.582254628374405e-05
69.74789915939706,4799.9542659782355,-3.5,5.640568744913465e-05
69.74789915939706,4799.9542659782355,-4.5,5.378110401107292e-05
139.4957983195851,4799.908531382474,-0.5,0.0521095981456024
139.4957983195851,4799.908531382474,-1.5,0.014308447496629653
139.4957983195851,4799.908531382474,-2.5,7.7319038665033e-05
139.4957983195851,4799.908531382474,-3.5,5.855379456222301e-05
139.4957983195851,4799.908531382474,-4.5,5.5796840649225625e-05
209.24369747898217,4799.862796212717,-0.5,0.04095774351963086
209.24369747898217,4799.862796212717,-1.5,0.01002080094990821
209.24369747898217,4799.862796212717,-2.5,5.476533105226409e-05
209.24369747898217,4799.862796212717,-3.5,4.219409455542293e-05
209.24369747898217,4799.862796212717,-4.5,4.025613181953461e-05
278.99159663837924,4799.817060468971,-0.5,0.03593992617047139
278.99159663837924,4799.817060468971,-1.5,0.009062961594581172
278.99159663837924,4799.817060468971,-2.5,5.506672859299995e-05
278.99159663837924,4799.817060468971,-3.5,4.2361271533882974e-05
278.99159663837924,4799.817060468971,-4.5,4.0513239559491774e-05
348.73949579856725,4799.77132415124,-0.5,0.030348402009677103
348.73949579856725,4799.77132415124,-1.5,0.006651761235635757
348.73949579856725,4799.77132415124,-2.5,4.504198831974249e-05
348.73949579856725,4799.77132415124,-3.5,3.457886651911934e-05
348.73949579856725,4799.77132415124,-4.5,3.315099722313279e-05
418.48739495796434,4799.725587259532,-0.5,0.026363163038063565
418.48739495796434,4799.725587259532,-1.5,0.005963993226955629
418.48739495796434,4799.725587259532,-2.5,4.106451795126114e-05
418.48739495796434,4799.725587259532,-3.5,3.233728107293879e-05
418.48739495796434,4799.725587259532,-4.5,3.0949284432503454e-05
488.2352941173614,4799.679849793852,-0.5,0.021737022982090834
488.2352941173614,4799.679849793852,-1.5,0.004437637543400162
488.2352941173614,4799.679849793852,-2.5,4.018582827199898e-05
488.2352941173614,4799.679849793852,-3.5,3.255854634967648e-05
488.2352941173614,4799.679849793852,-4.5,3.144395451799515e-05
557.9831932775495,4799.6341117542015,-0.5,0.019485811886684638
557.9831932775495,4799.6341117542015,-1.5,0.0041136479102998015
557.9831932775495,4799.6341117542015,-2.5,3.442602196233522e-05
557.9831932775495,4799.6341117542015,-3.5,2.7324105387616417e-05
557.9831932775495,4799.6341117542015,-4.5,2.6249693662449033e-05
627.7310924369465,4799.588373140593,-0.5,0.015645914021424238
627.7310924369465,4799.588373140593,-1.5,0.0029891146048160898
627.7310924369465,4799.588373140593,-2.5,3.2661391546000407e-05
627.7310924369465,4799.588373140593,-3.5,2.6623399520802084e-05
627.7310924369465,4799.588373140593,-4.5,2.552337846530248e-05
697.4789915963436,4799.542633953025,-0.5,0.014413330663546024
697.4789915963436,4799.542633953025,-1.5,0.002926602393119626
697.4789915963436,4799.542633953025,-2.5,2.7713056297573818e-05
697.4789915963436,4799.542633953025,-3.5,2.3104638107005692e-05
697.4789915963436,4799.542633953025,-4.5,2.234780451022474e-05
767.2268907565316,4799.496894191508,-0.5,0.012545333060231048
767.2268907565316,4799.496894191508,-1.5,0.0025154487975501214
767.2268907565316,4799.496894191508,-2.5,3.672100237125946e-05
767.2268907565316,4799.496894191508,-3.5,3.118715024970378e-05
767.2268907565316,4799.496894191508,-4.5,3.0094671514101012e-05
836.9747899159287,4799.451153856045,-0.5,0.011022279866182474
836.9747899159287,4799.451153856045,-1.5,0.0022156989769810684
836.9747899159287,4799.451153856045,-2.5,2.934714488904526e-05
836.9747899159287,4799.451153856045,-3.5,2.496712409849055e-05
836.9747899159287,4799.451153856045,-4.5,2.4126373769850732e-05
906.7226890753258,4799.405412946641,-0.5,0.00988629836374815
906.7226890753258,4799.405412946641,-1.5,0.0019697583008836915
906.7226890753258,4799.405412946641,-2.5,3.073965545490754e-05
906.7226890753258,4799.405412946641,-3.5,2.5858123344981644e-05
906.7226890753258,4799.405412946641,-4.5,2.4984853138517158e-05
976.4705882355139,4799.359671463302,-0.5,0.008880190905983635
976.4705882355139,4799.359671463302,-1.5,0.0017896297325629318
976.4705882355139,4799.359671463302,-2.5,2.7331595503839264e-05
976.4705882355139,4799.359671463302,-3.5,2.3538667567482925e-05
976.4705882355139,4799.359671463302,-4.5,2.274246803965186e-05
1046.2184873949109,4799.313929406036,-0.5,0.007882149159943988
1046.2184873949109,4799.313929406036,-1.5,0.0016216106901868563
1046.2184873949109,4799.313929406036,-2.5,3.1661883268063474e-05
1046.2184873949109,4799.313929406036,-3.5,2.6562333224088148e-05
1046.2184873949109,4799.313929406036,-4.5,2.5595068811151335e-05
1115.9663865543077,4799.268186774846,-0.5,0.006856976420558807
1115.9663865543077,4799.268186774846,-1.5,0.0014701733959220948
1115.9663865543077,4799.268186774846,-2.5,3.251842150337897e-05
1115.9663865543077,4799.268186774846,-3.5,2.788471641052026e-05
1115.9663865543077,4799.268186774846,-4.5,2.711840925011994e-05
1185.7142857144959,4799.222443569736,-0.5,0.006812907559771903
1185.7142857144959,4799.222443569736,-1.5,0.0014878095814745034
1185.7142857144959,4799.222443569736,-2.5,3.213512926740968e-05
1185.7142857144959,4799.222443569736,-3.5,2.680500902173038e-05
1185.7142857144959,4799.222443569736,-4.5,2.583287229645387e-05
1255.462184873893,4799.176699790715,-0.5,0.00639653634941912
1255.462184873893,4799.176699790715,-1.5,0.0012109629220710865
1255.462184873893,4799.176699790715,-2.5,3.166522762699023e-05
1255.462184873893,4799.176699790715,-3.5,2.7721964514618477e-05
1255.462184873893,4799.176699790715,-4.5,2.6925400084420045e-05
1325.21008403329,4799.130955437788,-0.5,0.006277979567825275
1325.21008403329,4799.130955437788,-1.5,0.0012522726079009052
1325.21008403329,4799.130955437788,-2.5,3.089821659308199e-05
1325.21008403329,4799.130955437788,-3.5,2.6256298885568477e-05
1325.21008403329,4799.130955437788,-4.5,2.5412269234556002e-05
1394.9579831934782,4799.085210510956,-0.5,0.005385874135179681
1394.9579831934782,4799.085210510956,-1.5,0.001089817303193836
1394.9579831934782,4799.085210510956,-2.5,3.414424651927456e-05
1394.9579831934782,4799.085210510956,-3.5,2.880804932208267e-05
1394.9579831934782,4799.085210510956,-4.5,2.800924644785543e-05
1464.7058823528753,4799.03946501023,-0.5,0.005776557414143627
1464.7058823528753,4799.03946501023,-1.5,0.0010748190096442655
1464.7058823528753,4799.03946501023,-2.5,4.0623848766313974e-05
1464.7058823528753,4799.03946501023,-3.5,3.5346033018731145e-05
1464.7058823528753,4799.03946501023,-4.5,3.425775097719126e-05
1534.4537815122724,4798.993718935613,-0.5,0.004831188261533618
1534.4537815122724,4798.993718935613,-1.5,0.0009581845316916981
1534.4537815122724,4798.993718935613,-2.5,3.7132807597273164e-05
1534.4537815122724,4798.993718935613,-3.5,3.195692520789938e-05
1534.4537815122724,4798.993718935613,-4.5,3.093706756938677e-05
1604.2016806724603,4798.94797228711,-0.5,0.005233004923648046
1604.2016806724603,4798.94797228711,-1.5,0.0010728908557657722
1604.2016806724603,4798.94797228711,-2.5,3.416305672066087e-05
1604.2016806724603,4798.94797228711,-3.5,2.938003682601251e-05
1604.2016806724603,4798.94797228711,-4.5,2.8499920096953305e-05
1673.9495798318574,4798.902225064727,-0.5,0.004667583992632057
1673.9495798318574,4798.902225064727,-1.5,0.000919274807345298
1673.9495798318574,4798.902225064727,-2.5,4.092966431770616e-05
1673.9495798318574,4798.902225064727,-3.5,3.578669498278434e-05
1673.9495798318574,4798.902225064727,-4.5,3.485760187698606e-05
1743.6974789912547,4798.85647726847,-0.5,0.005087053971629888
1743.6974789912547,4798.85647726847,-1.5,0.00103320777829537
1743.6974789912547,4798.85647726847,-2.5,3.930302272081083e-05
1743.6974789912547,4798.85647726847,-3.5,3.3613473495109886e-05
