ind,salinity
10000.0,27.490975093841552
10001.0,30.288000106811523
10005.0,25.782499313354492
10600.0,28.04933328981753
10605.0,26.501789494564658
11200.0,27.547977274114434
11800.0,27.88638301605874
12400.0,27.578714234488352
