lat,lon,salinity
41.04277681389445,-8.81393659640649,33.84035792209134
41.043149571242964,-8.811345437472529,33.753461762229996
41.04351549509131,-8.808798759161938,33.70710829933091
41.04387880420043,-8.80626690109105,33.653302655361664
41.044242682127795,-8.80372764178497,33.54180662702806
41.04460303260087,-8.801211688148284,33.48257450065991
41.044948479506374,-8.798802675451004,33.42479218586837
41.04526863586251,-8.796577731878708,33.326820260227315
41.04556532832252,-8.794528521372666,33.279696039634175
41.045852597800256,-8.792561241933631,33.23994483570061
41.046144978439784,-8.790578053287751,33.176252176265905
41.046447238402955,-8.788546421211414,33.13868741705866
41.04675438038168,-8.786499115464487,33.10126795627103
41.04706014635517,-8.784477285933667,33.04214774027909
41.04736173808454,-8.782498695723692,33.00338977398258
41.047659817643385,-8.78055771912517,32.96169534060034
41.04795559176377,-8.778645047003687,32.90284479726659
41.048249529576324,-8.776756342244246,32.86464619400478
41.048541362996076,-8.774892238248716,32.82610472122041
41.04883071393801,-8.773054111348815,32.76819597376455
41.049117385305046,-8.771242082681642,32.726065512930994
41.04940136123423,-8.769455017289769,32.682971784383945
41.0496827185227,-8.767691277640953,32.61877713345065
41.049961803721715,-8.765947966794432,32.5740750190055
41.05023923327313,-8.764220927884367,32.52341857759079
41.050515522871684,-8.762506699700419,32.45176368184609
41.050790394624286,-8.760806566796596,32.40069058862063
41.051062777121516,-8.759126559160777,32.348186530689205
41.051331643618816,-8.757472444769352,32.27337006295081
41.05159695831392,-8.755843937949471,32.221872046442314
41.05185967641817,-8.75423469918137,32.166235102285256
41.052120959521176,-8.752637179933455,32.08914715228695
41.0523819796908,-8.751043845488542,32.03189846076587
41.052643919478385,-8.74944717482113,31.971762685492486
41.05290768211775,-8.747841395114826,31.889750055747456
41.053172734335256,-8.746229481269115,31.825825190780186
41.053437106304955,-8.744623155858573,31.757328071216545
41.05369877364121,-8.743034481935808,31.672768319007194
41.0539568466722,-8.741468497379305,31.606829501614712
41.054211570423746,-8.739923214830563,31.53889567309087
41.05446326990071,-8.738396314496626,31.455272353521668
41.054711504211355,-8.736890860363907,31.388145031315265
41.054955066541346,-8.735415300180371,31.324124798916355
41.055192961850985,-8.733976911486202,31.251188051582563
41.055425978116816,-8.732571795469749,31.196864420824713
41.05565668641283,-8.731184876281207,31.139689454937926
41.05588758372347,-8.72980129492427,31.081791509496103
41.0561189836033,-8.728418481395197,31.028576935871993
41.05634901619816,-8.7270461543632,30.98015858867381
41.056575610801744,-8.725695191538883,30.934310667585617
41.05679787730033,-8.724369956194428,30.881244319500308
41.05701610606042,-8.723068297065504,30.840057656316475
41.05723077007979,-8.721787081552296,30.79955559909934
41.05744208868801,-8.7205247884856,30.758873250224802
41.05765002742577,-8.719281508082693,30.725424530482528
41.05785451355333,-8.718057567103365,30.69920821237092
41.058055553222005,-8.716852875766442,30.66933042696207
41.058253231347784,-8.715666927686865,30.648696672798383
41.05844764208689,-8.714499156372256,30.634907731915465
41.05863885869822,-8.713349128472903,30.618024202856688
41.05882693341837,-8.712216543709015,30.60966622003234
41.05901191539801,-8.711101116251537,30.608965033351787
41.05919386134007,-8.710002519455204,30.607638632897103
41.059372835372116,-8.708920385777141,30.615005493164062
41.05954890555608,-8.707854333136329,30.629095492976727
41.05972214113892,-8.706803969761076,30.638072722028976
41.05989261241897,-8.705768894100975,30.651512108226814
41.060060395478786,-8.704748694545039,30.67670249938965
41.06022556739053,-8.703742942765254,30.695553203620534
41.06038820607054,-8.702751193623781,30.71744140776077
41.06054839838406,-8.701772991180423,30.749308066793006
41.06070622962447,-8.70080786743595,30.77381947961184
41.06086178334754,-8.699855342236702,30.800105878622226
41.061015154083236,-8.698914933343929,30.834797642018536
41.061166425911615,-8.697986186172155,30.863394217916053
41.06131567226441,-8.697068673692755,30.89419646310334
41.061462983046916,-8.696161958383554,30.933468884760792
41.061608449322044,-8.695265548315975,30.96705755856958
41.06175216306595,-8.694378897058492,31.001960036778215
41.06189422732843,-8.69350150614858,31.043959192710346
41.062034679644356,-8.69263319466053,31.079321077554532
41.06217349171872,-8.691774099106656,31.114776743520604
41.06231066730746,-8.690924308768961,31.156370635079867
41.06244628866925,-8.690083358494851,31.19222406821676
41.062580516204754,-8.689250228634588,31.229013499647085
41.06271353081771,-8.688423985502281,31.269556158840068
41.06284535436293,-8.687604680316015,31.304768137412495
41.062975849172815,-8.686793349098926,31.341136592449526
41.06310496438767,-8.68599076987434,31.382489100541218
41.06323301202875,-8.685195484493017,31.418177557463693
41.063360666470366,-8.684403798369456,31.454625762335144
41.06348844529228,-8.68361344011298,31.49654267566039
41.063615428000695,-8.682831610353286,31.532830738785243
41.06373925508159,-8.682074981395628,31.568267671188504
41.04392590267583,-8.811540388096306,33.795262346173274
41.044293867909545,-8.808994039428974,33.739686418287825
41.04465921190372,-8.806462467212407,33.67774982263546
41.04502514276399,-8.803923385196455,33.591380581997406
41.045387516695016,-8.801407647940515,33.52107529592986
41.045734837969555,-8.798999250789752,33.453203295717145
41.0460566118959,-8.796775656585258,33.37618064880371
41.04635467555734,-8.794728522344544,33.320877188503154
41.046643199146374,-8.792763695899042,33.273829639548126
41.04693685682394,-8.790782952724461,33.222383839069025
41.04724047403596,-8.788753578230086,33.17751384017491
41.04754902855884,-8.786708363617198,33.13277008509872
41.04785622400516,-8.784688514693046,33.08283705758576
41.04815924220363,-8.78271183879993,33.03594322959975
41.04845874429143,-8.780772740716838,32.98879953894285
41.04875593960614,-8.778861930825007,32.938555443640986
41.0490513034816,-8.776975051033013,32.892248097032606
