,x,y,salinity
0,4156.504615184337,3254.298388900367,32.167536931491064
1,4155.753096899424,3254.289941293717,32.167536931491064
2,4155.00157861451,3254.2814936870677,32.167536931491064
3,4154.2500603295975,3254.2730460804178,32.167536931491064
4,4153.498542044685,3254.264598473768,32.167536931491064
5,4152.747023759772,3254.256150867118,32.167536931491064
6,4151.995505474858,3254.2477032604684,32.167536931491064
7,4151.243987189945,3254.2392556538184,32.167536931491064
8,4150.492468905032,3254.2308080471685,32.167536931491064
9,4149.740950620118,3254.2223604405185,32.167536931491064
10,4148.9894323352055,3254.213912833869,32.167536931491064
11,4148.237914050293,3254.205465227219,32.167536931491064
12,4147.48639576538,3254.197017620569,32.167536931491064
13,4146.734877480466,3254.188570013919,32.167536931491064
14,4145.983359195553,3254.1801224072697,32.167536931491064
15,4145.23184091064,3254.1716748006197,32.167536931491064
16,4144.480322625726,3254.1632271939698,32.167536931491064
17,4143.728804340813,3254.1547795873203,32.167536931491064
18,4142.977286055901,3254.1463319806703,32.167536931491064
19,4142.225767770988,3254.1378843740204,32.167536931491064
20,4141.474249486074,3254.1294367673704,32.167536931491064
21,4140.722731201161,3254.120989160721,32.167536931491064
22,4139.971212916248,3254.112541554071,32.167536931491064
23,4139.219694631334,3254.104093947421,32.167536931491064
24,4138.468176346421,3254.095646340771,32.167536931491064
25,4137.7166580615085,3254.0871987341216,32.167536931491064
26,4136.965139776596,3254.0787511274716,32.167536931491064
27,4136.213621491682,3254.0703035208217,32.167536931491064
28,4135.462103206769,3254.0618559141717,32.167536931491064
29,4134.710584921856,3254.053408307522,32.167536931491064
30,4133.959066636942,3254.0449607008723,32.167536931491064
31,4133.207548352029,3254.0365130942223,32.167536931491064
32,4132.456030067116,3254.028065487573,32.167536931491064
33,4131.704511782203,3254.019617880923,32.167536931491064
34,4130.95299349729,3254.011170274273,32.167536931491064
35,4130.201475212377,3254.002722667623,32.167536931491064
36,4129.449956927464,3253.9942750609735,32.167536931491064
37,4128.69843864255,3253.9858274543235,32.167536931491064
38,4127.946920357637,3253.9773798476735,32.167536931491064
39,4127.195402072724,3253.9689322410236,32.167536931491064
40,4126.443883787811,3253.960484634374,32.167536931491064
41,4125.692365502898,3253.952037027724,32.167536931491064
42,4124.940847217985,3253.943589421074,32.167536931491064
43,4124.189328933072,3253.9351418144242,32.167536931491064
44,4123.437810648158,3253.9266942077747,32.167536931491064
45,4122.686292363245,3253.918246601125,32.167536931491064
46,4121.934774078332,3253.909798994475,32.167536931491064
47,4121.1832557934185,3253.9013513878253,32.167536931491064
48,4120.431737508506,3253.8929037811754,32.167536931491064
49,4119.680219223593,3253.8844561745254,32.167536931491064
50,4118.92870093868,3253.8760085678755,32.167536931491064
51,4118.177182653766,3253.867560961226,32.167536931491064
52,4117.425664368853,3253.859113354576,32.167536931491064
53,4116.67414608394,3253.850665747926,32.167536931491064
54,4115.9226277990265,3253.842218141276,32.167536931491064
55,4115.171109514114,3253.8337705346266,32.167536931491064
56,4114.419591229201,3253.8253229279767,32.167536931491064
57,4113.668072944288,3253.8168753213267,32.167536931491064
58,4112.916554659374,3253.808427714677,32.167536931491064
59,4112.165036374461,3253.7999801080273,32.167536931491064
60,4111.413518089548,3253.7915325013773,32.167536931491064
61,4110.661999804634,3253.7830848947274,32.167536931491064
62,4109.9104815197215,3253.774637288078,32.167536931491064
63,4109.158963234809,3253.766189681428,32.167536931491064
64,4108.407444949896,3253.757742074778,32.167536931491064
65,4107.655926664982,3253.749294468128,32.167536931491064
66,4106.904408380069,3253.7408468614785,32.167536931491064
67,4106.152890095156,3253.7323992548286,32.167536931491064
68,4105.401371810242,3253.7239516481786,32.167536931491064
69,4104.6498535253295,3253.7155040415287,32.167536931491064
70,4103.898335240417,3253.707056434879,32.167536931491064
71,4103.146816955504,3253.698608828229,32.167536931491064
72,4102.39529867059,3253.6901612215793,32.167536931491064
73,4101.643780385677,3253.68171361493,32.167536931491064
74,4100.892262100764,3253.67326600828,32.167536931491064
75,4100.14074381585,3253.66481840163,32.167536931491064
76,4099.389225530937,3253.65637079498,32.167536931491064
77,4098.637707246025,3253.6479231883304,32.167536931491064
78,4097.886188961112,3253.6394755816805,32.167536931491064
79,4097.134670676198,3253.6310279750305,32.167536931491064
80,4096.383152391285,3253.6225803683806,32.167536931491064
81,4095.6316341063716,3253.614132761731,32.167536931491064
82,4094.8801158214587,3253.605685155081,32.167536931491064
83,4094.1285975365454,3253.597237548431,32.167536931491064
84,4093.3770792516325,3253.588789941781,32.167536931491064
85,4092.625560966719,3253.5803423351317,32.167536931491064
86,4091.874042681806,3253.5718947284818,32.167536931491064
87,4091.122524396893,3253.563447121832,32.167536931491064
88,4090.3710061119796,3253.5549995151823,32.167536931491064
89,4089.6194878270667,3253.5465519085324,32.167536931491064
90,4088.8679695421533,3253.5381043018824,32.167536931491064
91,4088.1164512572404,3253.5296566952325,32.167536931491064
92,4087.364932972327,3253.521209088583,32.167536931491064
93,4086.6134146874138,3253.512761481933,32.167536931491064
94,4085.861896402501,3253.504313875283,32.167536931491064
95,4085.1103781175875,3253.495866268633,32.167536931491064
96,4084.3588598326746,3253.4874186619836,32.167536931491064
97,4083.6073415477613,3253.4789710553337,32.167536931491064
98,4082.8558232628484,3253.4705234486837,32.167536931491064
99,4082.104304977935,3253.4620758420338,32.167536931491064
100,4081.3527866930217,3253.4536282353843,32.167536931491064
101,4080.601268408109,3253.4451806287343,32.167536931491064
102,4079.8497501231955,3253.4367330220844,32.167536931491064
103,4079.0982318382826,3253.428285415435,32.167536931491064
