lat,lon,salinity
41.09199,-8.72800453333334,36.071756172777505
41.09279,-8.72800453333334,35.71208072062282
41.093590000000006,-8.72800453333334,35.71204104510338
41.094390000000004,-8.72800453333334,35.71200136820371
41.09519000000001,-8.72800453333334,35.711961691297084
41.09599000000001,-8.72800453333334,35.711922014390474
41.096790000000006,-8.72800453333334,35.71188233748385
41.097590000000004,-8.72800453333334,35.71184266057724
41.09839000000001,-8.72800453333334,35.711802827949676
41.09919000000001,-8.72800453333334,35.711762994539605
41.099990000000005,-8.72800453333334,35.71172315781008
41.10079013333334,-8.72800453333334,35.711683317761086
41.101590266666676,-8.72800453333334,35.71164347771211
41.102390400000004,-8.72800453333334,35.711603274338486
41.10319053333334,-8.72800453333334,35.711563069138656
41.103990666666675,-8.72800453333334,35.71152286393882
41.10479080000001,-8.72800453333334,35.71148265873898
41.10559093333334,-8.72800453333334,35.71144245353915
41.106391066666674,-8.72800453333334,35.711401959493706
41.1071912,-8.72800453333334,35.71136146400249
41.10799133333334,-8.72800453333334,35.711320968511274
41.10879146666667,-8.72800453333334,35.71128047302006
41.10959160000001,-8.72800453333334,35.71123997752884
41.11039173333334,-8.72800453333334,35.711199150612906
41.11119186666667,-8.72800453333334,35.71115832203877
41.11199200000001,-8.72800453333334,35.71111749346463
41.11279213333334,-8.72800453333334,35.71107666489049
41.11359226666667,-8.72800453333334,35.71103583631634
41.11439240000001,-8.72800453333334,35.710994620892905
41.115192533333335,-8.72800453333334,35.71095340351767
41.11599266666667,-8.72800453333334,35.710912186142444
41.116792800000006,-8.72800453333334,35.71087096876722
41.11759293333334,-8.72800453333334,35.71082975139199
41.11839306666667,-8.72800453333334,35.7107880882491
41.119193200000005,-8.72800453333334,35.710746422866556
41.11999333333334,-8.72800453333334,35.710704757484
41.120793466666676,-8.72800453333334,35.71066309210146
41.121593600000004,-8.72800453333334,35.710621426718916
41.12239373333334,-8.72800453333334,35.710579169740384
41.12319386666667,-8.72800453333334,35.71053690980195
41.123994,-8.72800453333334,35.71049464986352
41.12479413333334,-8.72800453333334,35.71045238992509
41.125594266666674,-8.72800453333334,35.710410129986656
41.1263944,-8.72800453333334,35.71036733649881
41.12719453333334,-8.72800453333334,35.71032454031904
41.12799466666667,-8.72800453333334,35.71028174413927
41.12879480000001,-8.72800453333334,35.7102389479595
41.12959493333334,-8.72800453333334,35.710196151779726
41.13039506666667,-8.72800453333334,35.710152880000514
41.1311952,-8.72800453333334,35.710109605831754
41.131995333333336,-8.72800453333334,35.71006633166299
41.13279546666667,-8.72800453333334,35.71002305749423
41.13359560000001,-8.72800453333334,35.709979783325466
41.134395733333335,-8.72800453333334,35.709936254315544
41.13519586666667,-8.72800453333334,35.70989272403059
41.135996000000006,-8.72800453333334,35.70984919374562
41.13679613333334,-8.72800453333334,35.70980566346066
41.13759626666667,-8.72800453333334,35.7097621331757
41.138396400000005,-8.72800453333334,35.709718586166076
41.13919653333333,-8.72800453333334,35.709675039072074
41.09199,-8.727004550000007,35.71210694362543
41.09279,-8.727004550000007,35.70506179684703
41.093590000000006,-8.727004550000007,35.69803447744055
41.094390000000004,-8.727004550000007,35.691095136591656
41.09519000000001,-8.727004550000007,35.684245746322475
41.09599000000001,-8.727004550000007,35.67749590831822
41.096790000000006,-8.727004550000007,35.6708574230537
41.097590000000004,-8.727004550000007,35.66427289100944
41.09839000000001,-8.727004550000007,35.657751500765215
41.09919000000001,-8.727004550000007,35.65129790906451
41.099990000000005,-8.727004550000007,35.64489740262096
41.10079013333334,-8.727004550000007,35.63854376104931
41.101590266666676,-8.727004550000007,35.63225449388994
41.102390400000004,-8.727004550000007,35.626002739984024
41.10319053333334,-8.727004550000007,35.6197660352329
41.103990666666675,-8.727004550000007,35.61362727360097
41.10479080000001,-8.727004550000007,35.60758643035485
41.10559093333334,-8.727004550000007,35.60167876047487
41.106391066666674,-8.727004550000007,35.59589141747633
41.1071912,-8.727004550000007,35.59021625054676
41.10799133333334,-8.727004550000007,35.58470623033737
41.10879146666667,-8.727004550000007,35.579318919583365
41.10959160000001,-8.727004550000007,35.57404546059729
41.11039173333334,-8.727004550000007,35.56887142928151
41.11119186666667,-8.727004550000007,35.563774427336526
41.11199200000001,-8.727004550000007,35.5587032169079
41.11279213333334,-8.727004550000007,35.553622934730825
41.11359226666667,-8.727004550000007,35.548581797109854
41.11439240000001,-8.727004550000007,35.543590880763354
41.115192533333335,-8.727004550000007,35.53866464649436
41.11599266666667,-8.727004550000007,35.53384252245083
41.116792800000006,-8.727004550000007,35.52911098815918
41.11759293333334,-8.727004550000007,35.52445118876244
41.11839306666667,-8.727004550000007,35.51984153322323
41.119193200000005,-8.727004550000007,35.51526965315728
41.11999333333334,-8.727004550000007,35.51071914640901
41.120793466666676,-8.727004550000007,35.50620984807007
41.121593600000004,-8.727004550000007,35.50177104153101
41.12239373333334,-8.727004550000007,35.49737161904617
41.12319386666667,-8.727004550000007,35.492996682665996
41.123994,-8.727004550000007,35.488685939360735
41.12479413333334,-8.727004550000007,35.484464069180554
41.125594266666674,-8.727004550000007,35.48033718311678
41.1263944,-8.727004550000007,35.47630701088739
41.12719453333334,-8.727004550000007,35.472401765514284
41.12799466666667,-8.727004550000007,35.46865431962805
41.12879480000001,-8.727004550000007,35.46514103083313
41.12959493333334,-8.727004550000007,35.46177479143165
41.13039506666667,-8.727004550000007,35.45871455529588
41.1311952,-8.727004550000007,35.45611784898036
41.131995333333336,-8.727004550000007,35.45390566959689
41.13279546666667,-8.727004550000007,35.452045753896606
