lat,lon,depth
41.053,-8.814,0.0
41.053,-8.814,-0.5
41.053,-8.814,-1.5
41.053,-8.814,-2.5
41.053,-8.814,-3.5
41.053,-8.814,-4.5
41.053,-8.813214289620602,0.0
41.053,-8.813214289620602,-0.5
41.053,-8.813214289620602,-1.5
41.053,-8.813214289620602,-2.5
41.053,-8.813214289620602,-3.5
41.053,-8.813214289620602,-4.5
41.053,-8.812428579241203,0.0
41.053,-8.812428579241203,-0.5
41.053,-8.812428579241203,-1.5
41.053,-8.812428579241203,-2.5
41.053,-8.812428579241203,-3.5
41.053,-8.812428579241203,-4.5
41.053,-8.811642868861806,0.0
41.053,-8.811642868861806,-0.5
41.053,-8.811642868861806,-1.5
41.053,-8.811642868861806,-2.5
41.053,-8.811642868861806,-3.5
41.053,-8.811642868861806,-4.5
41.053,-8.810857158482408,0.0
41.053,-8.810857158482408,-0.5
41.053,-8.810857158482408,-1.5
41.053,-8.810857158482408,-2.5
41.053,-8.810857158482408,-3.5
41.053,-8.810857158482408,-4.5
41.053,-8.81007144810301,0.0
41.053,-8.81007144810301,-0.5
41.053,-8.81007144810301,-1.5
41.053,-8.81007144810301,-2.5
41.053,-8.81007144810301,-3.5
41.053,-8.81007144810301,-4.5
41.053,-8.809285737723611,0.0
41.053,-8.809285737723611,-0.5
41.053,-8.809285737723611,-1.5
41.053,-8.809285737723611,-2.5
41.053,-8.809285737723611,-3.5
41.053,-8.809285737723611,-4.5
41.053,-8.808500027344213,0.0
41.053,-8.808500027344213,-0.5
41.053,-8.808500027344213,-1.5
41.053,-8.808500027344213,-2.5
41.053,-8.808500027344213,-3.5
41.053,-8.808500027344213,-4.5
41.053,-8.807714316964816,0.0
41.053,-8.807714316964816,-0.5
41.053,-8.807714316964816,-1.5
41.053,-8.807714316964816,-2.5
41.053,-8.807714316964816,-3.5
41.053,-8.807714316964816,-4.5
41.053,-8.806928606585418,0.0
41.053,-8.806928606585418,-0.5
41.053,-8.806928606585418,-1.5
41.053,-8.806928606585418,-2.5
41.053,-8.806928606585418,-3.5
41.053,-8.806928606585418,-4.5
41.053,-8.806142896206019,0.0
41.053,-8.806142896206019,-0.5
41.053,-8.806142896206019,-1.5
41.053,-8.806142896206019,-2.5
41.053,-8.806142896206019,-3.5
41.053,-8.806142896206019,-4.5
41.053,-8.80535718582662,0.0
41.053,-8.80535718582662,-0.5
41.053,-8.80535718582662,-1.5
41.053,-8.80535718582662,-2.5
41.053,-8.80535718582662,-3.5
41.053,-8.80535718582662,-4.5
41.053,-8.804571475447222,0.0
41.053,-8.804571475447222,-0.5
41.053,-8.804571475447222,-1.5
41.053,-8.804571475447222,-2.5
41.053,-8.804571475447222,-3.5
41.053,-8.804571475447222,-4.5
41.053,-8.803785765067824,0.0
41.053,-8.803785765067824,-0.5
41.053,-8.803785765067824,-1.5
41.053,-8.803785765067824,-2.5
41.053,-8.803785765067824,-3.5
41.053,-8.803785765067824,-4.5
41.053,-8.803000054688427,0.0
41.053,-8.803000054688427,-0.5
41.053,-8.803000054688427,-1.5
41.053,-8.803000054688427,-2.5
41.053,-8.803000054688427,-3.5
41.053,-8.803000054688427,-4.5
41.053,-8.802214344309029,0.0
41.053,-8.802214344309029,-0.5
41.053,-8.802214344309029,-1.5
41.053,-8.802214344309029,-2.5
41.053,-8.802214344309029,-3.5
41.053,-8.802214344309029,-4.5
41.053,-8.80142863392963,0.0
41.053,-8.80142863392963,-0.5
41.053,-8.80142863392963,-1.5
41.053,-8.80142863392963,-2.5
41.053,-8.80142863392963,-3.5
41.053,-8.80142863392963,-4.5
41.053,-8.800642923550232,0.0
41.053,-8.800642923550232,-0.5
41.053,-8.800642923550232,-1.5
41.053,-8.800642923550232,-2.5
41.053,-8.800642923550232,-3.5
41.053,-8.800642923550232,-4.5
41.053,-8.799857213170833,0.0
41.053,-8.799857213170833,-0.5
41.053,-8.799857213170833,-1.5
41.053,-8.799857213170833,-2.5
41.053,-8.799857213170833,-3.5
41.053,-8.799857213170833,-4.5
41.053,-8.799071502791437,0.0
41.053,-8.799071502791437,-0.5
41.053,-8.799071502791437,-1.5
41.053,-8.799071502791437,-2.5
41.053,-8.799071502791437,-3.5
41.053,-8.799071502791437,-4.5
41.053,-8.798285792412038,0.0
41.053,-8.798285792412038,-0.5
41.053,-8.798285792412038,-1.5
41.053,-8.798285792412038,-2.5
41.053,-8.798285792412038,-3.5
41.053,-8.798285792412038,-4.5
41.053,-8.79750008203264,0.0
41.053,-8.79750008203264,-0.5
41.053,-8.79750008203264,-1.5
41.053,-8.79750008203264,-2.5
41.053,-8.79750008203264,-3.5
41.053,-8.79750008203264,-4.5
41.053,-8.796714371653241,0.0
41.053,-8.796714371653241,-0.5
41.053,-8.796714371653241,-1.5
41.053,-8.796714371653241,-2.5
41.053,-8.796714371653241,-3.5
41.053,-8.796714371653241,-4.5
41.053,-8.795928661273843,0.0
41.053,-8.795928661273843,-0.5
41.053,-8.795928661273843,-1.5
41.053,-8.795928661273843,-2.5
41.053,-8.795928661273843,-3.5
41.053,-8.795928661273843,-4.5
41.053,-8.795142950894446,0.0
41.053,-8.795142950894446,-0.5
41.053,-8.795142950894446,-1.5
41.053,-8.795142950894446,-2.5
41.053,-8.795142950894446,-3.5
41.053,-8.795142950894446,-4.5
41.053,-8.794357240515048,0.0
41.053,-8.794357240515048,-0.5
41.053,-8.794357240515048,-1.5
41.053,-8.794357240515048,-2.5
41.053,-8.794357240515048,-3.5
41.053,-8.794357240515048,-4.5
41.053,-8.79357153013565,0.0
41.053,-8.79357153013565,-0.5
41.053,-8.79357153013565,-1.5
41.053,-8.79357153013565,-2.5
41.053,-8.79357153013565,-3.5
41.053,-8.79357153013565,-4.5
41.053,-8.79278581975625,0.0
41.053,-8.79278581975625,-0.5
41.053,-8.79278581975625,-1.5
41.053,-8.79278581975625,-2.5
41.053,-8.79278581975625,-3.5
41.053,-8.79278581975625,-4.5
41.053,-8.792000109376852,0.0
41.053,-8.792000109376852,-0.5
41.053,-8.792000109376852,-1.5
41.053,-8.792000109376852,-2.5
41.053,-8.792000109376852,-3.5
41.053,-8.792000109376852,-4.5
41.053,-8.791214398997454,0.0
41.053,-8.791214398997454,-0.5
41.053,-8.791214398997454,-1.5
41.053,-8.791214398997454,-2.5
41.053,-8.791214398997454,-3.5
41.053,-8.791214398997454,-4.5
41.053,-8.790428688618057,0.0
41.053,-8.790428688618057,-0.5
41.053,-8.790428688618057,-1.5
41.053,-8.790428688618057,-2.5
41.053,-8.790428688618057,-3.5
41.053,-8.790428688618057,-4.5
41.053,-8.789642978238659,0.0
41.053,-8.789642978238659,-0.5
41.053,-8.789642978238659,-1.5
41.053,-8.789642978238659,-2.5
41.053,-8.789642978238659,-3.5
41.053,-8.789642978238659,-4.5
41.053,-8.78885726785926,0.0
41.053,-8.78885726785926,-0.5
41.053,-8.78885726785926,-1.5
41.053,-8.78885726785926,-2.5
41.053,-8.78885726785926,-3.5
41.053,-8.78885726785926,-4.5
41.053,-8.788071557479862,0.0
41.053,-8.788071557479862,-0.5
41.053,-8.788071557479862,-1.5
41.053,-8.788071557479862,-2.5
41.053,-8.788071557479862,-3.5
41.053,-8.788071557479862,-4.5
41.053,-8.787285847100463,0.0
41.053,-8.787285847100463,-0.5
41.053,-8.787285847100463,-1.5
41.053,-8.787285847100463,-2.5
41.053,-8.787285847100463,-3.5
41.053,-8.787285847100463,-4.5
41.053,-8.786500136721067,0.0
41.053,-8.786500136721067,-0.5
41.053,-8.786500136721067,-1.5
41.053,-8.786500136721067,-2.5
41.053,-8.786500136721067,-3.5
41.053,-8.786500136721067,-4.5
41.053,-8.785714426341668,0.0
41.053,-8.785714426341668,-0.5
41.053,-8.785714426341668,-1.5
41.053,-8.785714426341668,-2.5
41.053,-8.785714426341668,-3.5
41.053,-8.785714426341668,-4.5
41.053,-8.78492871596227,0.0
41.053,-8.78492871596227,-0.5
41.053,-8.78492871596227,-1.5
41.053,-8.78492871596227,-2.5
41.053,-8.78492871596227,-3.5
41.053,-8.78492871596227,-4.5
41.053,-8.784143005582871,0.0
41.053,-8.784143005582871,-0.5
41.053,-8.784143005582871,-1.5
41.053,-8.784143005582871,-2.5
41.053,-8.784143005582871,-3.5
41.053,-8.784143005582871,-4.5
41.053,-8.783357295203473,0.0
41.053,-8.783357295203473,-0.5
41.053,-8.783357295203473,-1.5
41.053,-8.783357295203473,-2.5
41.053,-8.783357295203473,-3.5
41.053,-8.783357295203473,-4.5
41.053,-8.782571584824076,0.0
41.053,-8.782571584824076,-0.5
41.053,-8.782571584824076,-1.5
41.053,-8.782571584824076,-2.5
41.053,-8.782571584824076,-3.5
41.053,-8.782571584824076,-4.5
41.053,-8.781785874444678,0.0
41.053,-8.781785874444678,-0.5
41.053,-8.781785874444678,-1.5
41.053,-8.781785874444678,-2.5
41.053,-8.781785874444678,-3.5
41.053,-8.781785874444678,-4.5
41.053,-8.78100016406528,0.0
41.053,-8.78100016406528,-0.5
41.053,-8.78100016406528,-1.5
41.053,-8.78100016406528,-2.5
41.053,-8.78100016406528,-3.5
41.053,-8.78100016406528,-4.5
41.053,-8.78021445368588,0.0
41.053,-8.78021445368588,-0.5
41.053,-8.78021445368588,-1.5
41.053,-8.78021445368588,-2.5
41.053,-8.78021445368588,-3.5
41.053,-8.78021445368588,-4.5
41.053,-8.779428743306482,0.0
41.053,-8.779428743306482,-0.5
41.053,-8.779428743306482,-1.5
41.053,-8.779428743306482,-2.5
41.053,-8.779428743306482,-3.5
41.053,-8.779428743306482,-4.5
41.053,-8.778643032927084,0.0
41.053,-8.778643032927084,-0.5
41.053,-8.778643032927084,-1.5
41.053,-8.778643032927084,-2.5
41.053,-8.778643032927084,-3.5
41.053,-8.778643032927084,-4.5
41.053,-8.777857322547687,0.0
41.053,-8.777857322547687,-0.5
41.053,-8.777857322547687,-1.5
41.053,-8.777857322547687,-2.5
41.053,-8.777857322547687,-3.5
41.053,-8.777857322547687,-4.5
41.053,-8.777071612168289,0.0
41.053,-8.777071612168289,-0.5
41.053,-8.777071612168289,-1.5
41.053,-8.777071612168289,-2.5
41.053,-8.777071612168289,-3.5
41.053,-8.777071612168289,-4.5
41.053,-8.77628590178889,0.0
41.053,-8.77628590178889,-0.5
41.053,-8.77628590178889,-1.5
41.053,-8.77628590178889,-2.5
41.053,-8.77628590178889,-3.5
41.053,-8.77628590178889,-4.5
41.053,-8.775500191409492,0.0
41.053,-8.775500191409492,-0.5
41.053,-8.775500191409492,-1.5
41.053,-8.775500191409492,-2.5
41.053,-8.775500191409492,-3.5
41.053,-8.775500191409492,-4.5
41.053,-8.774714481030093,0.0
41.053,-8.774714481030093,-0.5
41.053,-8.774714481030093,-1.5
41.053,-8.774714481030093,-2.5
41.053,-8.774714481030093,-3.5
41.053,-8.774714481030093,-4.5
41.053,-8.773928770650697,0.0
41.053,-8.773928770650697,-0.5
41.053,-8.773928770650697,-1.5
41.053,-8.773928770650697,-2.5
41.053,-8.773928770650697,-3.5
41.053,-8.773928770650697,-4.5
41.053,-8.773143060271298,0.0
41.053,-8.773143060271298,-0.5
41.053,-8.773143060271298,-1.5
41.053,-8.773143060271298,-2.5
41.053,-8.773143060271298,-3.5
41.053,-8.773143060271298,-4.5
41.053,-8.7723573498919,0.0
41.053,-8.7723573498919,-0.5
41.053,-8.7723573498919,-1.5
41.053,-8.7723573498919,-2.5
41.053,-8.7723573498919,-3.5
41.053,-8.7723573498919,-4.5
41.053,-8.771571639512501,0.0
41.053,-8.771571639512501,-0.5
41.053,-8.771571639512501,-1.5
41.053,-8.771571639512501,-2.5
41.053,-8.771571639512501,-3.5
41.053,-8.771571639512501,-4.5
41.053,-8.770785929133103,0.0
41.053,-8.770785929133103,-0.5
41.053,-8.770785929133103,-1.5
41.053,-8.770785929133103,-2.5
41.053,-8.770785929133103,-3.5
41.053,-8.770785929133103,-4.5
41.053,-8.770000218753706,0.0
41.053,-8.770000218753706,-0.5
41.053,-8.770000218753706,-1.5
41.053,-8.770000218753706,-2.5
41.053,-8.770000218753706,-3.5
41.053,-8.770000218753706,-4.5
41.053,-8.769214508374308,0.0
41.053,-8.769214508374308,-0.5
41.053,-8.769214508374308,-1.5
41.053,-8.769214508374308,-2.5
41.053,-8.769214508374308,-3.5
41.053,-8.769214508374308,-4.5
41.053,-8.76842879799491,0.0
41.053,-8.76842879799491,-0.5
41.053,-8.76842879799491,-1.5
41.053,-8.76842879799491,-2.5
41.053,-8.76842879799491,-3.5
41.053,-8.76842879799491,-4.5
41.053,-8.767643087615511,0.0
41.053,-8.767643087615511,-0.5
41.053,-8.767643087615511,-1.5
41.053,-8.767643087615511,-2.5
41.053,-8.767643087615511,-3.5
41.053,-8.767643087615511,-4.5
41.053,-8.766857377236112,0.0
41.053,-8.766857377236112,-0.5
41.053,-8.766857377236112,-1.5
41.053,-8.766857377236112,-2.5
41.053,-8.766857377236112,-3.5
41.053,-8.766857377236112,-4.5
41.053,-8.766071666856714,0.0
41.053,-8.766071666856714,-0.5
41.053,-8.766071666856714,-1.5
41.053,-8.766071666856714,-2.5
41.053,-8.766071666856714,-3.5
41.053,-8.766071666856714,-4.5
41.053,-8.765285956477317,0.0
41.053,-8.765285956477317,-0.5
41.053,-8.765285956477317,-1.5
41.053,-8.765285956477317,-2.5
41.053,-8.765285956477317,-3.5
41.053,-8.765285956477317,-4.5
41.053,-8.764500246097919,0.0
41.053,-8.764500246097919,-0.5
41.053,-8.764500246097919,-1.5
41.053,-8.764500246097919,-2.5
41.053,-8.764500246097919,-3.5
41.053,-8.764500246097919,-4.5
41.053,-8.76371453571852,0.0
41.053,-8.76371453571852,-0.5
41.053,-8.76371453571852,-1.5
41.053,-8.76371453571852,-2.5
41.053,-8.76371453571852,-3.5
41.053,-8.76371453571852,-4.5
41.053,-8.762928825339122,0.0
41.053,-8.762928825339122,-0.5
41.053,-8.762928825339122,-1.5
41.053,-8.762928825339122,-2.5
41.053,-8.762928825339122,-3.5
41.053,-8.762928825339122,-4.5
