,x,y,z,salinity
0,-10813.8935546875,-9907.7373046875,0.0,33.49013900756836
1,-10813.8935546875,-9907.7373046875,-0.5,33.49013900756836
2,-10813.8935546875,-9907.7373046875,-1.5,33.49017333984375
3,-10813.8935546875,-9907.7373046875,-2.5,34.62482833862305
4,-10813.8935546875,-9907.7373046875,-3.5,34.845951080322266
5,-10813.8935546875,-9907.7373046875,-4.5,35.06299591064453
6,-10813.8935546875,-9842.873046875,0.0,33.49013900756836
7,-10813.8935546875,-9842.873046875,-0.5,33.49013900756836
8,-10813.8935546875,-9842.873046875,-1.5,33.49017333984375
9,-10813.8935546875,-9842.873046875,-2.5,34.62482833862305
10,-10813.8935546875,-9842.873046875,-3.5,34.845951080322266
11,-10813.8935546875,-9842.873046875,-4.5,35.06299591064453
12,-10813.8935546875,-9778.0078125,0.0,33.47701644897461
13,-10813.8935546875,-9778.0078125,-0.5,33.47701644897461
14,-10813.8935546875,-9778.0078125,-1.5,33.4770622253418
15,-10813.8935546875,-9778.0078125,-2.5,34.60871887207031
16,-10813.8935546875,-9778.0078125,-3.5,34.833805084228516
17,-10813.8935546875,-9778.0078125,-4.5,35.055458068847656
18,-10813.8935546875,-9713.142578125,0.0,33.472408294677734
19,-10813.8935546875,-9713.142578125,-0.5,33.472408294677734
20,-10813.8935546875,-9713.142578125,-1.5,33.472938537597656
21,-10813.8935546875,-9713.142578125,-2.5,34.59175491333008
22,-10813.8935546875,-9713.142578125,-3.5,34.820472717285156
23,-10813.8935546875,-9713.142578125,-4.5,35.047359466552734
24,-10813.8935546875,-9648.2783203125,0.0,33.472408294677734
25,-10813.8935546875,-9648.2783203125,-0.5,33.472408294677734
26,-10813.8935546875,-9648.2783203125,-1.5,33.472938537597656
27,-10813.8935546875,-9648.2783203125,-2.5,34.59175491333008
28,-10813.8935546875,-9648.2783203125,-3.5,34.820472717285156
29,-10813.8935546875,-9648.2783203125,-4.5,35.047359466552734
30,-10813.8935546875,-9583.4130859375,0.0,33.46477127075195
31,-10813.8935546875,-9583.4130859375,-0.5,33.46477127075195
32,-10813.8935546875,-9583.4130859375,-1.5,33.46516418457031
33,-10813.8935546875,-9583.4130859375,-2.5,34.57490539550781
34,-10813.8935546875,-9583.4130859375,-3.5,34.80717086791992
35,-10813.8935546875,-9583.4130859375,-4.5,35.03914260864258
36,-10813.8935546875,-9518.5478515625,0.0,33.46477127075195
37,-10813.8935546875,-9518.5478515625,-0.5,33.46477127075195
38,-10813.8935546875,-9518.5478515625,-1.5,33.46516418457031
39,-10813.8935546875,-9518.5478515625,-2.5,34.57490539550781
40,-10813.8935546875,-9518.5478515625,-3.5,34.80717086791992
41,-10813.8935546875,-9518.5478515625,-4.5,35.03914260864258
42,-10813.8935546875,-9453.68359375,0.0,33.45940399169922
43,-10813.8935546875,-9453.68359375,-0.5,33.45940399169922
44,-10813.8935546875,-9453.68359375,-1.5,33.459285736083984
45,-10813.8935546875,-9453.68359375,-2.5,34.55385971069336
46,-10813.8935546875,-9453.68359375,-3.5,34.79136657714844
47,-10813.8935546875,-9453.68359375,-4.5,35.02962875366211
48,-10813.8935546875,-9388.818359375,0.0,33.465415954589844
49,-10813.8935546875,-9388.818359375,-0.5,33.465415954589844
50,-10813.8935546875,-9388.818359375,-1.5,33.46528244018555
51,-10813.8935546875,-9388.818359375,-2.5,34.54732131958008
52,-10813.8935546875,-9388.818359375,-3.5,34.78776931762695
53,-10813.8935546875,-9388.818359375,-4.5,35.027931213378906
